group,ngram,n,nontoxic_document_count,toxic_document_count,nontoxic_document_rate,toxic_document_rate
unanimous,pengungsi rohingya,2,631,12,0.027227615965480043,0.008480565371024734
unanimous,apa yg,2,46,11,0.0019848975188781013,0.0077738515901060075
unanimous,hari ini,2,674,11,0.029083063646170443,0.0077738515901060075
unanimous,hukum dan,2,68,11,0.0029341963322545845,0.0077738515901060075
unanimous,israel itu,2,73,11,0.003149946062567422,0.0077738515901060075
unanimous,israel yg,2,40,11,0.001725997842502697,0.0077738515901060075
unanimous,mereka tidak,2,78,11,0.003365695792880259,0.0077738515901060075
unanimous,orang yahudi,2,60,11,0.0025889967637540453,0.0077738515901060075
unanimous,palestina dan,2,171,11,0.007378640776699029,0.0077738515901060075
unanimous,pro israel,2,145,11,0.006256742179072276,0.0077738515901060075
unanimous,sebagai cawapres,2,22,11,0.0009492988133764832,0.0077738515901060075
unanimous,ada orang,2,44,10,0.0018985976267529665,0.007067137809187279
unanimous,ada yang,2,199,10,0.008586839266450918,0.007067137809187279
unanimous,dan anak,2,66,10,0.0028478964401294497,0.007067137809187279
unanimous,di atas,2,113,10,0.0048759439050701184,0.007067137809187279
unanimous,di dunia,2,161,10,0.0069471413160733545,0.007067137809187279
unanimous,di mana,2,125,10,0.005393743257820928,0.007067137809187279
unanimous,israel ke,2,222,10,0.009579288025889967,0.007067137809187279
unanimous,nabi muhammad,2,30,10,0.0012944983818770227,0.007067137809187279
unanimous,sama sama,2,56,10,0.0024163969795037757,0.007067137809187279
unanimous,tentara zionis,2,37,10,0.0015965480043149947,0.007067137809187279
unanimous,yang telah,2,207,10,0.008932038834951457,0.007067137809187279
unanimous,cacat moral,2,22,9,0.0009492988133764832,0.0063604240282685515
unanimous,dan israel,2,167,9,0.00720604099244876,0.0063604240282685515
unanimous,di negeri,2,25,9,0.0010787486515641855,0.0063604240282685515
unanimous,ga ada,2,79,9,0.0034088457389428264,0.0063604240282685515
unanimous,ganjar pranowo,2,279,9,0.012038834951456311,0.0063604240282685515
unanimous,islam dan,2,39,9,0.0016828478964401295,0.0063604240282685515
unanimous,ke palestina,2,91,9,0.003926645091693636,0.0063604240282685515
unanimous,kejahatan perang,2,68,9,0.0029341963322545845,0.0063604240282685515
unanimous,lebih dari,2,284,9,0.012254584681769147,0.0063604240282685515
unanimous,mereka yang,2,106,9,0.004573894282632147,0.0063604240282685515
unanimous,rakyat palestina,2,149,9,0.006429341963322546,0.0063604240282685515
unanimous,saat ini,2,427,9,0.01842502696871629,0.0063604240282685515
unanimous,seluruh dunia,2,86,9,0.003710895361380798,0.0063604240282685515
unanimous,serangan udara,2,186,9,0.00802588996763754,0.0063604240282685515
unanimous,siapa yg,2,25,9,0.0010787486515641855,0.0063604240282685515
unanimous,tidak akan,2,167,9,0.00720604099244876,0.0063604240282685515
unanimous,tidak pernah,2,83,9,0.003581445523193096,0.0063604240282685515
unanimous,zionis yahudi,2,30,9,0.0012944983818770227,0.0063604240282685515
unanimous,al quran,2,35,8,0.0015102481121898597,0.005653710247349823
unanimous,allah swt,2,28,8,0.0012081984897518879,0.005653710247349823
unanimous,anwar usman,2,21,8,0.0009061488673139158,0.005653710247349823
unanimous,banyak orang,2,69,8,0.002977346278317152,0.005653710247349823
unanimous,benar benar,2,56,8,0.0024163969795037757,0.005653710247349823
unanimous,masih ada,2,63,8,0.0027184466019417475,0.005653710247349823
unanimous,palestina yang,2,182,8,0.007853290183387271,0.005653710247349823
unanimous,penjajah israel,2,76,8,0.003279395900755124,0.005653710247349823
unanimous,qur an,2,48,8,0.002071197411003236,0.005653710247349823
unanimous,terjadi di,2,134,8,0.005782092772384034,0.005653710247349823
unanimous,tidak bisa,2,192,8,0.008284789644012944,0.005653710247349823
unanimous,yahudi yang,2,24,8,0.001035598705501618,0.005653710247349823
unanimous,yang masih,2,78,8,0.003365695792880259,0.005653710247349823
unanimous,ada juga,2,39,7,0.0016828478964401295,0.0049469964664310955
unanimous,al qassam,2,69,7,0.002977346278317152,0.0049469964664310955
unanimous,alaihi wa,2,21,7,0.0009061488673139158,0.0049469964664310955
unanimous,anak kecil,2,26,7,0.001121898597626753,0.0049469964664310955
unanimous,dan para,2,56,7,0.0024163969795037757,0.0049469964664310955
unanimous,di jalur,2,350,7,0.015102481121898598,0.0049469964664310955
unanimous,di rumah,2,132,7,0.0056957928802588995,0.0049469964664310955
unanimous,di sana,2,114,7,0.004919093851132686,0.0049469964664310955
unanimous,israel dengan,2,97,7,0.00418554476806904,0.0049469964664310955
unanimous,mahfud md,2,134,7,0.005782092772384034,0.0049469964664310955
unanimous,mendukung israel,2,64,7,0.002761596548004315,0.0049469964664310955
unanimous,mereka adalah,2,69,7,0.002977346278317152,0.0049469964664310955
unanimous,orang gila,2,156,7,0.006731391585760518,0.0049469964664310955
unanimous,orang yg,2,57,7,0.002459546925566343,0.0049469964664310955
unanimous,palestina adalah,2,29,7,0.0012513484358144553,0.0049469964664310955
unanimous,palestina itu,2,43,7,0.001855447680690399,0.0049469964664310955
unanimous,rakyat indonesia,2,54,7,0.002330097087378641,0.0049469964664310955
unanimous,saudara saudara,2,44,7,0.0018985976267529665,0.0049469964664310955
unanimous,selama ini,2,90,7,0.003883495145631068,0.0049469964664310955
unanimous,semua orang,2,99,7,0.004271844660194175,0.0049469964664310955
unanimous,shallallahu alaihi,2,23,7,0.0009924487594390506,0.0049469964664310955
unanimous,umat kristen,2,72,7,0.0031067961165048546,0.0049469964664310955
unanimous,wa sallam,2,21,7,0.0009061488673139158,0.0049469964664310955
unanimous,wanita dan,2,22,7,0.0009492988133764832,0.0049469964664310955
unanimous,yang di,2,87,7,0.0037540453074433656,0.0049469964664310955
unanimous,yang dukung,2,27,7,0.0011650485436893205,0.0049469964664310955
unanimous,yang gila,2,35,7,0.0015102481121898597,0.0049469964664310955
unanimous,yang mereka,2,40,7,0.001725997842502697,0.0049469964664310955
unanimous,yg lain,2,26,7,0.001121898597626753,0.0049469964664310955
unanimous,adalah orang,2,30,6,0.0012944983818770227,0.004240282685512367
unanimous,allahu akbar,2,39,6,0.0016828478964401295,0.004240282685512367
unanimous,arab saudi,2,121,6,0.005221143473570658,0.004240282685512367
unanimous,bela palestina,2,56,6,0.0024163969795037757,0.004240282685512367
unanimous,bukan hanya,2,54,6,0.002330097087378641,0.004240282685512367
unanimous,cak imin,2,53,6,0.0022869471413160735,0.004240282685512367
unanimous,dari china,2,92,6,0.003969795037756203,0.004240282685512367
unanimous,di dalam,2,119,6,0.005134843581445523,0.004240282685512367
unanimous,di tanah,2,71,6,0.0030636461704422868,0.004240282685512367
unanimous,dilakukan oleh,2,98,6,0.004228694714131607,0.004240282685512367
unanimous,ganjar mahfud,2,149,6,0.006429341963322546,0.004240282685512367
unanimous,hal ini,2,199,6,0.008586839266450918,0.004240282685512367
unanimous,ini adalah,2,195,6,0.008414239482200648,0.004240282685512367
unanimous,israel adalah,2,32,6,0.0013807982740021575,0.004240282685512367
unanimous,israel telah,2,131,6,0.0056526429341963325,0.004240282685512367
unanimous,itu ada,2,33,6,0.0014239482200647249,0.004240282685512367
unanimous,itu mereka,2,24,6,0.001035598705501618,0.004240282685512367
unanimous,itu tidak,2,61,6,0.0026321467098166127,0.004240282685512367
unanimous,jadi korban,2,33,6,0.0014239482200647249,0.004240282685512367
unanimous,kalau ada,2,45,6,0.001941747572815534,0.004240282685512367
unanimous,ke indonesia,2,155,6,0.00668824163969795,0.004240282685512367
unanimous,ke israel,2,199,6,0.008586839266450918,0.004240282685512367
unanimous,keluar dari,2,47,6,0.0020280474649406687,0.004240282685512367
unanimous,kita semua,2,74,6,0.0031930960086299894,0.004240282685512367
unanimous,kota gaza,2,53,6,0.0022869471413160735,0.004240282685512367
unanimous,mana yang,2,29,6,0.0012513484358144553,0.004240282685512367
unanimous,membabi buta,2,54,6,0.002330097087378641,0.004240282685512367
unanimous,mereka di,2,57,6,0.002459546925566343,0.004240282685512367
unanimous,militer israel,2,258,6,0.011132686084142395,0.004240282685512367
unanimous,orang kristen,2,61,6,0.0026321467098166127,0.004240282685512367
unanimous,orang lain,2,88,6,0.003797195253505933,0.004240282685512367
unanimous,pak ganjar,2,88,6,0.003797195253505933,0.004240282685512367
unanimous,palestina yg,2,22,6,0.0009492988133764832,0.004240282685512367
unanimous,seperti ini,2,41,6,0.0017691477885652643,0.004240282685512367
unanimous,serangan israel,2,336,6,0.014498381877022654,0.004240282685512367
unanimous,sipil palestina,2,32,6,0.0013807982740021575,0.004240282685512367
unanimous,tanah palestina,2,42,6,0.0018122977346278317,0.004240282685512367
unanimous,tepi barat,2,92,6,0.003969795037756203,0.004240282685512367
unanimous,terus menerus,2,27,6,0.0011650485436893205,0.004240282685512367
unanimous,tidak mau,2,45,6,0.001941747572815534,0.004240282685512367
unanimous,tidak punya,2,30,6,0.0012944983818770227,0.004240282685512367
unanimous,tka china,2,136,6,0.005868392664509169,0.004240282685512367
unanimous,video ini,2,54,6,0.002330097087378641,0.004240282685512367
unanimous,yahudi dan,2,29,6,0.0012513484358144553,0.004240282685512367
unanimous,yahudi di,2,35,6,0.0015102481121898597,0.004240282685512367
unanimous,yang baik,2,54,6,0.002330097087378641,0.004240282685512367
unanimous,yang sangat,2,79,6,0.0034088457389428264,0.004240282685512367
unanimous,yang sedang,2,122,6,0.0052642934196332255,0.004240282685512367
unanimous,000 orang,2,50,5,0.002157497303128371,0.0035335689045936395
unanimous,agar tidak,2,47,5,0.0020280474649406687,0.0035335689045936395
unanimous,akan ada,2,53,5,0.0022869471413160735,0.0035335689045936395
unanimous,al aqsa,2,80,5,0.003451995685005394,0.0035335689045936395
unanimous,al qur,2,44,5,0.0018985976267529665,0.0035335689045936395
unanimous,anak dan,2,70,5,0.0030204962243797194,0.0035335689045936395
unanimous,anak palestina,2,43,5,0.001855447680690399,0.0035335689045936395
unanimous,bagian dari,2,102,5,0.004401294498381877,0.0035335689045936395
unanimous,banyak yang,2,49,5,0.0021143473570658035,0.0035335689045936395
unanimous,berasal dari,2,77,5,0.0033225458468176916,0.0035335689045936395
unanimous,boikot produk,2,101,5,0.00435814455231931,0.0035335689045936395
unanimous,dalam serangan,2,91,5,0.003926645091693636,0.0035335689045936395
unanimous,dengan cara,2,41,5,0.0017691477885652643,0.0035335689045936395
unanimous,di balik,2,43,5,0.001855447680690399,0.0035335689045936395
unanimous,di depan,2,115,5,0.004962243797195253,0.0035335689045936395
unanimous,di israel,2,130,5,0.005609492988133765,0.0035335689045936395
unanimous,di sini,2,96,5,0.004142394822006472,0.0035335689045936395
unanimous,di tepi,2,60,5,0.0025889967637540453,0.0035335689045936395
unanimous,di yerusalem,2,26,5,0.001121898597626753,0.0035335689045936395
unanimous,diri sendiri,2,41,5,0.0017691477885652643,0.0035335689045936395
unanimous,gaza palestina,2,187,5,0.008069039913700109,0.0035335689045936395
unanimous,gila ini,2,99,5,0.004271844660194175,0.0035335689045936395
unanimous,gila ya,2,164,5,0.007076591154261057,0.0035335689045936395
unanimous,hal yang,2,67,5,0.002891046386192017,0.0035335689045936395
unanimous,indonesia di,2,182,5,0.007853290183387271,0.0035335689045936395
unanimous,israel dari,2,50,5,0.002157497303128371,0.0035335689045936395
unanimous,jadi presiden,2,28,5,0.0012081984897518879,0.0035335689045936395
unanimous,jangan lupa,2,141,5,0.0060841423948220065,0.0035335689045936395
unanimous,jauh dari,2,29,5,0.0012513484358144553,0.0035335689045936395
unanimous,kalo ada,2,21,5,0.0009061488673139158,0.0035335689045936395
unanimous,kalo ga,2,26,5,0.001121898597626753,0.0035335689045936395
unanimous,karena itu,2,74,5,0.0031930960086299894,0.0035335689045936395
unanimous,kaum yahudi,2,26,5,0.001121898597626753,0.0035335689045936395
unanimous,masjid al,2,54,5,0.002330097087378641,0.0035335689045936395
unanimous,mata najwa,2,78,5,0.003365695792880259,0.0035335689045936395
unanimous,mengatakan bahwa,2,148,5,0.006386192017259979,0.0035335689045936395
unanimous,mereka juga,2,60,5,0.0025889967637540453,0.0035335689045936395
unanimous,mereka yg,2,25,5,0.0010787486515641855,0.0035335689045936395
unanimous,negara negara,2,164,5,0.007076591154261057,0.0035335689045936395
unanimous,oktober 2023,2,439,5,0.0189428263214671,0.0035335689045936395
unanimous,oleh israel,2,96,5,0.004142394822006472,0.0035335689045936395
unanimous,oleh zionis,2,25,5,0.0010787486515641855,0.0035335689045936395
unanimous,orang di,2,63,5,0.0027184466019417475,0.0035335689045936395
unanimous,orang palestina,2,38,5,0.001639697950377562,0.0035335689045936395
unanimous,pak jokowi,2,38,5,0.001639697950377562,0.0035335689045936395
unanimous,pasukan israel,2,111,5,0.004789644012944984,0.0035335689045936395
unanimous,pemimpin yang,2,43,5,0.001855447680690399,0.0035335689045936395
unanimous,perang israel,2,162,5,0.006990291262135922,0.0035335689045936395
unanimous,putusan mk,2,33,5,0.0014239482200647249,0.0035335689045936395
unanimous,rumah mereka,2,27,5,0.0011650485436893205,0.0035335689045936395
unanimous,sama dengan,2,80,5,0.003451995685005394,0.0035335689045936395
unanimous,sama orang,2,32,5,0.0013807982740021575,0.0035335689045936395
unanimous,satu ini,2,24,5,0.001035598705501618,0.0035335689045936395
unanimous,saudara kita,2,62,5,0.00267529665587918,0.0035335689045936395
unanimous,sipil di,2,44,5,0.0018985976267529665,0.0035335689045936395
unanimous,tak ada,2,66,5,0.0028478964401294497,0.0035335689045936395
unanimous,telah melakukan,2,52,5,0.002243797195253506,0.0035335689045936395
unanimous,timur tengah,2,83,5,0.003581445523193096,0.0035335689045936395
unanimous,udara israel,2,107,5,0.004617044228694714,0.0035335689045936395
unanimous,umat muslim,2,26,5,0.001121898597626753,0.0035335689045936395
unanimous,warga israel,2,95,5,0.004099244875943905,0.0035335689045936395
unanimous,yang benar,2,28,5,0.0012081984897518879,0.0035335689045936395
unanimous,yang mendukung,2,74,5,0.0031930960086299894,0.0035335689045936395
unanimous,yang paling,2,117,5,0.005048543689320388,0.0035335689045936395
unanimous,yang sudah,2,156,5,0.006731391585760518,0.0035335689045936395
unanimous,yg tidak,2,29,5,0.0012513484358144553,0.0035335689045936395
unanimous,zionis di,2,39,5,0.0016828478964401295,0.0035335689045936395
unanimous,10 2023,2,225,4,0.009708737864077669,0.0028268551236749115
unanimous,ada apa,2,27,4,0.0011650485436893205,0.0028268551236749115
unanimous,akan menjadi,2,54,4,0.002330097087378641,0.0028268551236749115
unanimous,akibat serangan,2,126,4,0.005436893203883495,0.0028268551236749115
unanimous,allah dan,2,25,4,0.0010787486515641855,0.0028268551236749115
unanimous,amerika serikat,2,232,4,0.010010787486515642,0.0028268551236749115
unanimous,anak muda,2,49,4,0.0021143473570658035,0.0028268551236749115
unanimous,apa apa,2,44,4,0.0018985976267529665,0.0028268551236749115
unanimous,apa lagi,2,30,4,0.0012944983818770227,0.0028268551236749115
unanimous,bahwa israel,2,34,4,0.0014670981661272923,0.0028268551236749115
unanimous,bangsa palestina,2,42,4,0.0018122977346278317,0.0028268551236749115
unanimous,baru saja,2,48,4,0.002071197411003236,0.0028268551236749115
unanimous,beli produk,2,20,4,0.0008629989212513484,0.0028268551236749115
unanimous,besar besaran,2,77,4,0.0033225458468176916,0.0028268551236749115
unanimous,besar dan,2,29,4,0.0012513484358144553,0.0028268551236749115
unanimous,bisa di,2,42,4,0.0018122977346278317,0.0028268551236749115
unanimous,bukan orang,2,20,4,0.0008629989212513484,0.0028268551236749115
unanimous,chinese taipei,2,141,4,0.0060841423948220065,0.0028268551236749115
unanimous,dan banyak,2,24,4,0.001035598705501618,0.0028268551236749115
unanimous,dan negara,2,49,4,0.0021143473570658035,0.0028268551236749115
unanimous,dan palestina,2,130,4,0.005609492988133765,0.0028268551236749115
unanimous,dan warga,2,39,4,0.0016828478964401295,0.0028268551236749115
unanimous,dan yang,2,50,4,0.002157497303128371,0.0028268551236749115
unanimous,dari cina,2,26,4,0.001121898597626753,0.0028268551236749115
unanimous,dari dulu,2,22,4,0.0009492988133764832,0.0028268551236749115
unanimous,dari israel,2,77,4,0.0033225458468176916,0.0028268551236749115
unanimous,dari orang,2,21,4,0.0009061488673139158,0.0028268551236749115
unanimous,dengan israel,2,173,4,0.007464940668824164,0.0028268551236749115
unanimous,dengan tujuan,2,20,4,0.0008629989212513484,0.0028268551236749115
unanimous,di bawah,2,151,4,0.0065156418554476805,0.0028268551236749115
unanimous,di kawasan,2,79,4,0.0034088457389428264,0.0028268551236749115
unanimous,di kota,2,159,4,0.00686084142394822,0.0028268551236749115
unanimous,di media,2,109,4,0.004703344120819849,0.0028268551236749115
unanimous,dilakukan israel,2,49,4,0.0021143473570658035,0.0028268551236749115
unanimous,ga pernah,2,20,4,0.0008629989212513484,0.0028268551236749115
unanimous,gila kali,2,44,4,0.0018985976267529665,0.0028268551236749115
unanimous,hal hal,2,31,4,0.00133764832793959,0.0028268551236749115
unanimous,hamas yang,2,54,4,0.002330097087378641,0.0028268551236749115
unanimous,hanya bisa,2,29,4,0.0012513484358144553,0.0028268551236749115
unanimous,imigran gelap,2,51,4,0.0022006472491909383,0.0028268551236749115
unanimous,indonesia juga,2,23,4,0.0009924487594390506,0.0028268551236749115
unanimous,indonesia untuk,2,87,4,0.0037540453074433656,0.0028268551236749115
unanimous,ini juga,2,70,4,0.0030204962243797194,0.0028268551236749115
unanimous,ini kita,2,34,4,0.0014670981661272923,0.0028268551236749115
unanimous,ini tidak,2,85,4,0.003667745415318231,0.0028268551236749115
unanimous,ini yang,2,51,4,0.0022006472491909383,0.0028268551236749115
unanimous,israel palestina,2,226,4,0.009751887810140237,0.0028268551236749115
unanimous,israel sudah,2,35,4,0.0015102481121898597,0.0028268551236749115
unanimous,israel terhadap,2,146,4,0.006299892125134844,0.0028268551236749115
unanimous,itu adalah,2,67,4,0.002891046386192017,0.0028268551236749115
unanimous,itu sendiri,2,21,4,0.0009061488673139158,0.0028268551236749115
unanimous,jika ada,2,41,4,0.0017691477885652643,0.0028268551236749115
unanimous,juga ada,2,26,4,0.001121898597626753,0.0028268551236749115
unanimous,kami tidak,2,56,4,0.0024163969795037757,0.0028268551236749115
unanimous,karena mereka,2,42,4,0.0018122977346278317,0.0028268551236749115
unanimous,ke gaza,2,203,4,0.008759439050701187,0.0028268551236749115
unanimous,kemerdekaan palestina,2,71,4,0.0030636461704422868,0.0028268551236749115
unanimous,kepada mereka,2,24,4,0.001035598705501618,0.0028268551236749115
unanimous,kok bisa,2,29,4,0.0012513484358144553,0.0028268551236749115
unanimous,kolom komentar,2,37,4,0.0015965480043149947,0.0028268551236749115
unanimous,lebih baik,2,95,4,0.004099244875943905,0.0028268551236749115
unanimous,mari kita,2,87,4,0.0037540453074433656,0.0028268551236749115
unanimous,masa depan,2,80,4,0.003451995685005394,0.0028268551236749115
unanimous,mau jadi,2,21,4,0.0009061488673139158,0.0028268551236749115
unanimous,mereka akan,2,46,4,0.0019848975188781013,0.0028268551236749115
unanimous,mereka dan,2,37,4,0.0015965480043149947,0.0028268551236749115
unanimous,negara itu,2,39,4,0.0016828478964401295,0.0028268551236749115
unanimous,negara yang,2,90,4,0.003883495145631068,0.0028268551236749115
unanimous,oleh karena,2,46,4,0.0019848975188781013,0.0028268551236749115
unanimous,orang israel,2,33,4,0.0014239482200647249,0.0028268551236749115
unanimous,palestina di,2,187,4,0.008069039913700109,0.0028268551236749115
unanimous,palestina untuk,2,57,4,0.002459546925566343,0.0028268551236749115
unanimous,para pejuang,2,25,4,0.0010787486515641855,0.0028268551236749115
unanimous,pendudukan israel,2,55,4,0.0023732470334412083,0.0028268551236749115
unanimous,pendukung israel,2,26,4,0.001121898597626753,0.0028268551236749115
unanimous,penjahat perang,2,21,4,0.0009061488673139158,0.0028268551236749115
unanimous,pertama kali,2,68,4,0.0029341963322545845,0.0028268551236749115
unanimous,produk israel,2,102,4,0.004401294498381877,0.0028268551236749115
unanimous,produk yang,2,68,4,0.0029341963322545845,0.0028268551236749115
unanimous,ribu orang,2,21,4,0.0009061488673139158,0.0028268551236749115
unanimous,rohingya dari,2,47,4,0.0020280474649406687,0.0028268551236749115
unanimous,salah satunya,2,67,4,0.002891046386192017,0.0028268551236749115
unanimous,satu satunya,2,50,4,0.002157497303128371,0.0028268551236749115
unanimous,see you,2,70,4,0.0030204962243797194,0.0028268551236749115
unanimous,seperti itu,2,27,4,0.0011650485436893205,0.0028268551236749115
unanimous,setiap hari,2,94,4,0.004056094929881337,0.0028268551236749115
unanimous,siapa yang,2,82,4,0.0035382955771305286,0.0028268551236749115
unanimous,tak pernah,2,26,4,0.001121898597626753,0.0028268551236749115
unanimous,terhadap palestina,2,82,4,0.0035382955771305286,0.0028268551236749115
unanimous,terhadap warga,2,78,4,0.003365695792880259,0.0028268551236749115
