group_column,group,variant,document_count,token_count,vocabulary_size,token_retention,raw_vocabulary_overlap
label__agreement_band__topic,0|borderline|Jewish,full_normalize,384,14237,4031,1.0075725406935598,0.971709717097171
label__agreement_band__topic,0|borderline|Jewish,existing_cleaner,384,13550,3791,0.9589525831564049,0.9325953259532596
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",raw,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",lowercase,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",leet_decode,2,82,69,1.0,0.9710144927536232
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",collapse_repetition,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",expand_emoji,2,83,70,1.0121951219512195,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",expand_slang,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",keep_hashtag_content,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",remove_hashtag,2,59,49,0.7195121951219512,0.7101449275362319
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",remove_url,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",remove_mention,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",remove_punctuation,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",remove_emoji,2,82,69,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",full_normalize,2,83,70,1.0121951219512195,0.9710144927536232
label__agreement_band__topic,"0|borderline|Jewish, Disabilitas",existing_cleaner,2,59,49,0.7195121951219512,0.7101449275362319
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",raw,9,669,292,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",lowercase,9,669,292,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",leet_decode,9,669,294,1.0,0.9931506849315068
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",collapse_repetition,9,669,292,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",expand_emoji,9,669,292,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",expand_slang,9,669,290,1.0,0.9897260273972602
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",keep_hashtag_content,9,668,291,0.9985052316890882,0.9931506849315068
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",remove_hashtag,9,645,280,0.9641255605381166,0.958904109589041
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",remove_url,9,641,289,0.9581464872944694,0.9897260273972602
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",remove_mention,9,663,291,0.9910313901345291,0.9965753424657534
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",remove_punctuation,9,669,292,1.0,1.0
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",remove_emoji,9,669,292,1.0,0.9965753424657534
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",full_normalize,9,669,292,1.0,0.9828767123287672
label__agreement_band__topic,"0|borderline|Jewish, Rohingya",existing_cleaner,9,611,275,0.9133034379671151,0.9417808219178082
label__agreement_band__topic,0|borderline|Kristen,raw,52,6508,1690,1.0,1.0
label__agreement_band__topic,0|borderline|Kristen,lowercase,52,6508,1690,1.0,1.0
label__agreement_band__topic,0|borderline|Kristen,leet_decode,52,6508,1692,1.0,0.9899408284023669
label__agreement_band__topic,0|borderline|Kristen,collapse_repetition,52,6508,1689,1.0,0.9982248520710059
label__agreement_band__topic,0|borderline|Kristen,expand_emoji,52,6524,1690,1.002458512599877,1.0
label__agreement_band__topic,0|borderline|Kristen,expand_slang,52,6515,1685,1.0010755992624463,0.9940828402366864
label__agreement_band__topic,0|borderline|Kristen,keep_hashtag_content,52,6508,1690,1.0,1.0
label__agreement_band__topic,0|borderline|Kristen,remove_hashtag,52,6307,1584,0.9691149354640443,0.9372781065088758
label__agreement_band__topic,0|borderline|Kristen,remove_url,52,6493,1683,0.9976951444376152,0.9958579881656805
label__agreement_band__topic,0|borderline|Kristen,remove_mention,52,6494,1682,0.9978488014751076,0.9952662721893492
label__agreement_band__topic,0|borderline|Kristen,remove_punctuation,52,6508,1690,1.0,1.0
label__agreement_band__topic,0|borderline|Kristen,remove_emoji,52,6506,1688,0.9996926859250154,0.9982248520710059
label__agreement_band__topic,0|borderline|Kristen,full_normalize,52,6524,1684,1.002458512599877,0.9804733727810651
label__agreement_band__topic,0|borderline|Kristen,existing_cleaner,52,6278,1568,0.964658881376767,0.927810650887574
label__agreement_band__topic,"0|borderline|Kristen, Jewish",raw,15,1091,470,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Jewish",lowercase,15,1091,470,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Jewish",leet_decode,15,1091,470,1.0,0.9957446808510638
label__agreement_band__topic,"0|borderline|Kristen, Jewish",collapse_repetition,15,1091,470,1.0,0.997872340425532
label__agreement_band__topic,"0|borderline|Kristen, Jewish",expand_emoji,15,1091,470,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Jewish",expand_slang,15,1091,469,1.0,0.9957446808510638
label__agreement_band__topic,"0|borderline|Kristen, Jewish",keep_hashtag_content,15,1091,470,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Jewish",remove_hashtag,15,1081,464,0.9908340971585701,0.9872340425531915
label__agreement_band__topic,"0|borderline|Kristen, Jewish",remove_url,15,1088,469,0.997250229147571,0.997872340425532
label__agreement_band__topic,"0|borderline|Kristen, Jewish",remove_mention,15,1091,470,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Jewish",remove_punctuation,15,1091,470,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Jewish",remove_emoji,15,1087,468,0.9963336388634281,0.9957446808510638
label__agreement_band__topic,"0|borderline|Kristen, Jewish",full_normalize,15,1091,468,1.0,0.9872340425531915
label__agreement_band__topic,"0|borderline|Kristen, Jewish",existing_cleaner,15,1078,463,0.9880843263061412,0.9851063829787234
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",raw,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",lowercase,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",leet_decode,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",collapse_repetition,2,562,173,1.0,0.9884393063583815
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",expand_emoji,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",expand_slang,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",keep_hashtag_content,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",remove_hashtag,2,542,163,0.9644128113879004,0.9421965317919075
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",remove_url,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",remove_mention,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",remove_punctuation,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",remove_emoji,2,562,173,1.0,1.0
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",full_normalize,2,562,173,1.0,0.9884393063583815
label__agreement_band__topic,"0|borderline|Kristen, Rohingya",existing_cleaner,2,542,163,0.9644128113879004,0.9421965317919075
label__agreement_band__topic,0|borderline|LGBTQ+,raw,83,2805,1418,1.0,1.0
label__agreement_band__topic,0|borderline|LGBTQ+,lowercase,83,2805,1418,1.0,1.0
label__agreement_band__topic,0|borderline|LGBTQ+,leet_decode,83,2805,1418,1.0,0.9795486600846263
label__agreement_band__topic,0|borderline|LGBTQ+,collapse_repetition,83,2805,1418,1.0,0.9978843441466855
label__agreement_band__topic,0|borderline|LGBTQ+,expand_emoji,83,2843,1429,1.0135472370766487,1.0
label__agreement_band__topic,0|borderline|LGBTQ+,expand_slang,83,2805,1404,1.0,0.9866008462623413
label__agreement_band__topic,0|borderline|LGBTQ+,keep_hashtag_content,83,2805,1418,1.0,1.0
label__agreement_band__topic,0|borderline|LGBTQ+,remove_hashtag,83,2682,1310,0.9561497326203209,0.923836389280677
label__agreement_band__topic,0|borderline|LGBTQ+,remove_url,83,2791,1409,0.9950089126559715,0.9936530324400564
label__agreement_band__topic,0|borderline|LGBTQ+,remove_mention,83,2798,1413,0.9975044563279858,0.9964739069111425
label__agreement_band__topic,0|borderline|LGBTQ+,remove_punctuation,83,2805,1418,1.0,1.0
label__agreement_band__topic,0|borderline|LGBTQ+,remove_emoji,83,2794,1410,0.996078431372549,0.9922425952045134
label__agreement_band__topic,0|borderline|LGBTQ+,full_normalize,83,2839,1410,1.0121212121212122,0.9576868829337094
label__agreement_band__topic,0|borderline|LGBTQ+,existing_cleaner,83,2661,1296,0.948663101604278,0.9139633286318759
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",raw,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",lowercase,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",leet_decode,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",collapse_repetition,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",expand_emoji,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",expand_slang,2,51,46,1.02,0.9777777777777777
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",keep_hashtag_content,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",remove_hashtag,2,47,42,0.94,0.9333333333333333
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",remove_url,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",remove_mention,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",remove_punctuation,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",remove_emoji,2,50,45,1.0,1.0
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",full_normalize,2,51,46,1.02,0.9777777777777777
label__agreement_band__topic,"0|borderline|LGBTQ+, Jewish",existing_cleaner,2,47,42,0.94,0.9333333333333333
label__agreement_band__topic,0|borderline|Rohingya,raw,18,1421,558,1.0,1.0
label__agreement_band__topic,0|borderline|Rohingya,lowercase,18,1421,558,1.0,1.0
label__agreement_band__topic,0|borderline|Rohingya,leet_decode,18,1420,557,0.9992962702322308,0.989247311827957
label__agreement_band__topic,0|borderline|Rohingya,collapse_repetition,18,1421,558,1.0,0.9982078853046595
label__agreement_band__topic,0|borderline|Rohingya,expand_emoji,18,1422,559,1.0007037297677692,1.0
label__agreement_band__topic,0|borderline|Rohingya,expand_slang,18,1421,555,1.0,0.9910394265232975
label__agreement_band__topic,0|borderline|Rohingya,keep_hashtag_content,18,1421,558,1.0,1.0
label__agreement_band__topic,0|borderline|Rohingya,remove_hashtag,18,1393,544,0.9802955665024631,0.974910394265233
label__agreement_band__topic,0|borderline|Rohingya,remove_url,18,1382,547,0.9725545390570021,0.9802867383512545
label__agreement_band__topic,0|borderline|Rohingya,remove_mention,18,1412,551,0.9936664320900774,0.9874551971326165
label__agreement_band__topic,0|borderline|Rohingya,remove_punctuation,18,1421,558,1.0,1.0
label__agreement_band__topic,0|borderline|Rohingya,remove_emoji,18,1421,558,1.0,1.0
label__agreement_band__topic,0|borderline|Rohingya,full_normalize,18,1421,555,1.0,0.978494623655914
label__agreement_band__topic,0|borderline|Rohingya,existing_cleaner,18,1346,525,0.9472202674173118,0.9408602150537635
label__agreement_band__topic,0|borderline|Syiah,raw,17,2247,814,1.0,1.0
label__agreement_band__topic,0|borderline|Syiah,lowercase,17,2247,814,1.0,1.0
label__agreement_band__topic,0|borderline|Syiah,leet_decode,17,2247,815,1.0,0.9975429975429976
label__agreement_band__topic,0|borderline|Syiah,collapse_repetition,17,2247,814,1.0,0.9987714987714987
label__agreement_band__topic,0|borderline|Syiah,expand_emoji,17,2249,815,1.0008900756564307,1.0
label__agreement_band__topic,0|borderline|Syiah,expand_slang,17,2247,810,1.0,0.9914004914004914
label__agreement_band__topic,0|borderline|Syiah,keep_hashtag_content,17,2247,814,1.0,1.0
label__agreement_band__topic,0|borderline|Syiah,remove_hashtag,17,2223,807,0.9893190921228304,0.9914004914004914
label__agreement_band__topic,0|borderline|Syiah,remove_url,17,2247,814,1.0,1.0
label__agreement_band__topic,0|borderline|Syiah,remove_mention,17,2244,813,0.9986648865153538,0.9987714987714987
label__agreement_band__topic,0|borderline|Syiah,remove_punctuation,17,2247,814,1.0,1.0
label__agreement_band__topic,0|borderline|Syiah,remove_emoji,17,2134,751,0.94971072541166,0.9078624078624079
label__agreement_band__topic,0|borderline|Syiah,full_normalize,17,2249,811,1.0008900756564307,0.9864864864864865
label__agreement_band__topic,0|borderline|Syiah,existing_cleaner,17,2220,806,0.9879839786381842,0.9901719901719902
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",raw,2,365,248,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",lowercase,2,365,248,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",leet_decode,2,343,237,0.9397260273972603,0.9435483870967742
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",collapse_repetition,2,365,247,1.0,0.9959677419354839
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",expand_emoji,2,365,248,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",expand_slang,2,365,248,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",keep_hashtag_content,2,365,248,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",remove_hashtag,2,363,246,0.9945205479452055,0.9919354838709677
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",remove_url,2,317,225,0.8684931506849315,0.907258064516129
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",remove_mention,2,365,248,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",remove_punctuation,2,365,248,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",remove_emoji,2,352,235,0.9643835616438357,0.9395161290322581
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",full_normalize,2,343,235,0.9397260273972603,0.9354838709677419
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah",existing_cleaner,2,315,223,0.863013698630137,0.8991935483870968
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",raw,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",lowercase,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",leet_decode,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",collapse_repetition,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",expand_emoji,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",expand_slang,1,292,148,1.0,0.9932885906040269
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",keep_hashtag_content,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",remove_hashtag,1,261,134,0.8938356164383562,0.8993288590604027
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",remove_url,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",remove_mention,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",remove_punctuation,1,292,149,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",remove_emoji,1,292,148,1.0,0.9798657718120806
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",full_normalize,1,292,147,1.0,0.9798657718120806
label__agreement_band__topic,"0|borderline|Syiah, Ahmadiyah, Jewish",existing_cleaner,1,261,134,0.8938356164383562,0.8993288590604027
label__agreement_band__topic,"0|borderline|Syiah, Jewish",raw,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",lowercase,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",leet_decode,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",collapse_repetition,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",expand_emoji,3,441,265,1.0068493150684932,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",expand_slang,3,438,263,1.0,0.9924242424242424
label__agreement_band__topic,"0|borderline|Syiah, Jewish",keep_hashtag_content,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",remove_hashtag,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",remove_url,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",remove_mention,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",remove_punctuation,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, Jewish",remove_emoji,3,430,257,0.9817351598173516,0.9659090909090909
label__agreement_band__topic,"0|borderline|Syiah, Jewish",full_normalize,3,440,263,1.004566210045662,0.9886363636363636
label__agreement_band__topic,"0|borderline|Syiah, Jewish",existing_cleaner,3,438,264,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",raw,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",lowercase,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",leet_decode,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",collapse_repetition,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",expand_emoji,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",expand_slang,1,280,180,1.0,0.994475138121547
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",keep_hashtag_content,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",remove_hashtag,1,279,180,0.9964285714285714,0.994475138121547
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",remove_url,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",remove_mention,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",remove_punctuation,1,280,181,1.0,1.0
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",remove_emoji,1,259,164,0.925,0.9005524861878453
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",full_normalize,1,280,180,1.0,0.994475138121547
label__agreement_band__topic,"0|borderline|Syiah, LGBTQ+, Jewish",existing_cleaner,1,279,180,0.9964285714285714,0.994475138121547
label__agreement_band__topic,0|borderline|Tionghoa,raw,97,3670,1789,1.0,1.0
label__agreement_band__topic,0|borderline|Tionghoa,lowercase,97,3670,1789,1.0,1.0
label__agreement_band__topic,0|borderline|Tionghoa,leet_decode,97,3669,1791,0.9997275204359674,0.9865846841811068
label__agreement_band__topic,0|borderline|Tionghoa,collapse_repetition,97,3670,1788,1.0,0.9972051425377306
label__agreement_band__topic,0|borderline|Tionghoa,expand_emoji,97,3687,1796,1.0046321525885558,0.9994410285075461
label__agreement_band__topic,0|borderline|Tionghoa,expand_slang,97,3673,1775,1.000817438692098,0.9888205701509223
label__agreement_band__topic,0|borderline|Tionghoa,keep_hashtag_content,97,3670,1789,1.0,1.0
label__agreement_band__topic,0|borderline|Tionghoa,remove_hashtag,97,3571,1719,0.9730245231607629,0.9608719955282281
label__agreement_band__topic,0|borderline|Tionghoa,remove_url,97,3670,1789,1.0,1.0
label__agreement_band__topic,0|borderline|Tionghoa,remove_mention,97,3658,1782,0.9967302452316076,0.9960871995528228
label__agreement_band__topic,0|borderline|Tionghoa,remove_punctuation,97,3670,1789,1.0,1.0
label__agreement_band__topic,0|borderline|Tionghoa,remove_emoji,97,3661,1783,0.9975476839237057,0.994969256567915
label__agreement_band__topic,0|borderline|Tionghoa,full_normalize,97,3689,1774,1.0051771117166213,0.965902738960313
label__agreement_band__topic,0|borderline|Tionghoa,existing_cleaner,97,3559,1710,0.9697547683923706,0.9558412520961431
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",raw,4,594,201,1.0,1.0
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",lowercase,4,594,201,1.0,1.0
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",leet_decode,4,594,201,1.0,0.9950248756218906
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",collapse_repetition,4,594,201,1.0,0.9950248756218906
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",expand_emoji,4,626,207,1.0538720538720538,1.0
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",expand_slang,4,594,198,1.0,0.9601990049751243
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",keep_hashtag_content,4,594,201,1.0,1.0
label__agreement_band__topic,"0|borderline|Tionghoa, Disabilitas",remove_hashtag,4,576,194,0.9696969696969697,0.9651741293532339
