group,ngram,n,nontoxic_document_count,toxic_document_count,nontoxic_document_rate,toxic_document_rate
Disabilitas,gila juga,2,23,3,0.0037174721189591076,0.003329633740288568
Disabilitas,gila yang,2,26,3,0.004202359786649426,0.003329633740288568
Disabilitas,gue gila,2,34,3,0.005495393567156942,0.003329633740288568
Disabilitas,ini gila,2,45,3,0.007273315015354776,0.003329633740288568
Disabilitas,jangan lupa,2,36,3,0.005818652012283821,0.003329633740288568
Disabilitas,lagi gila,2,32,3,0.005172135122030063,0.003329633740288568
Disabilitas,lama lama,2,44,3,0.0071116857927913365,0.003329633740288568
Disabilitas,luar biasa,2,21,3,0.003394213673832229,0.003329633740288568
Disabilitas,makin gila,2,31,3,0.005010505899466624,0.003329633740288568
Disabilitas,semua orang,2,27,3,0.004363989009212865,0.003329633740288568
Disabilitas,seumur hidup,2,23,3,0.0037174721189591076,0.003329633740288568
Disabilitas,siapa yang,2,25,3,0.0040407305640859864,0.003329633740288568
Disabilitas,sih ini,2,42,3,0.006788427347664458,0.003329633740288568
Disabilitas,tidak gila,2,29,3,0.004687247454339745,0.003329633740288568
Disabilitas,yang tak,2,24,3,0.0038791013415225475,0.003329633740288568
Disabilitas,agak gila,2,21,2,0.003394213673832229,0.0022197558268590455
Disabilitas,bikin gila,2,20,2,0.0032325844512687894,0.0022197558268590455
Disabilitas,buta map,2,20,2,0.0032325844512687894,0.0022197558268590455
Disabilitas,dengan gangguan,2,32,2,0.005172135122030063,0.0022197558268590455
Disabilitas,di sini,2,24,2,0.0038791013415225475,0.0022197558268590455
Disabilitas,emang gila,2,21,2,0.003394213673832229,0.0022197558268590455
Disabilitas,ga sih,2,20,2,0.0032325844512687894,0.0022197558268590455
Disabilitas,gila gue,2,63,2,0.010182641021496687,0.0022197558268590455
Disabilitas,gila kerja,2,22,2,0.0035558428963956682,0.0022197558268590455
Disabilitas,gila ni,2,26,2,0.004202359786649426,0.0022197558268590455
Disabilitas,gila nya,2,24,2,0.0038791013415225475,0.0022197558268590455
Disabilitas,jam segini,2,51,2,0.008243090350735413,0.0022197558268590455
Disabilitas,jiwa odgj,2,34,2,0.005495393567156942,0.0022197558268590455
Disabilitas,kakak kelas,2,27,2,0.004363989009212865,0.0022197558268590455
Disabilitas,kamu yang,2,20,2,0.0032325844512687894,0.0022197558268590455
Disabilitas,ke rumah,2,20,2,0.0032325844512687894,0.0022197558268590455
Disabilitas,lebih lanjut,2,32,2,0.005172135122030063,0.0022197558268590455
Disabilitas,mau gila,2,36,2,0.005818652012283821,0.0022197558268590455
Disabilitas,pemilu 2024,2,20,2,0.0032325844512687894,0.0022197558268590455
Disabilitas,perempuan gila,2,23,2,0.0037174721189591076,0.0022197558268590455
Disabilitas,yang buta,2,36,2,0.005818652012283821,0.0022197558268590455
Disabilitas,yang telah,2,20,2,0.0032325844512687894,0.0022197558268590455
Disabilitas,00 wib,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,ada aja,2,20,1,0.0032325844512687894,0.0011098779134295228
Disabilitas,agar tidak,2,20,1,0.0032325844512687894,0.0011098779134295228
Disabilitas,baca selengkapnya,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,banget ya,2,20,1,0.0032325844512687894,0.0011098779134295228
Disabilitas,bgt gila,2,49,1,0.007919831905608535,0.0011098779134295228
Disabilitas,dari pagi,2,22,1,0.0035558428963956682,0.0011098779134295228
Disabilitas,di atas,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,di bio,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,di gresik,2,30,1,0.004848876676903184,0.0011098779134295228
Disabilitas,gara gara,2,22,1,0.0035558428963956682,0.0011098779134295228
Disabilitas,gila di,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,gila gilaan,2,38,1,0.0061419104574107,0.0011098779134295228
Disabilitas,gila karena,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,gila karna,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,gila nih,2,37,1,0.00598028123484726,0.0011098779134295228
Disabilitas,gila sama,2,25,1,0.0040407305640859864,0.0011098779134295228
Disabilitas,gila si,2,33,1,0.0053337643445935026,0.0011098779134295228
Disabilitas,ini adalah,2,21,1,0.003394213673832229,0.0011098779134295228
Disabilitas,ini aku,2,21,1,0.003394213673832229,0.0011098779134295228
Disabilitas,ini yg,2,20,1,0.0032325844512687894,0.0011098779134295228
Disabilitas,keren bgt,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,klik link,2,30,1,0.004848876676903184,0.0011098779134295228
Disabilitas,link di,2,29,1,0.004687247454339745,0.0011098779134295228
Disabilitas,odgj yang,2,24,1,0.0038791013415225475,0.0011098779134295228
Disabilitas,oktober 2023,2,24,1,0.0038791013415225475,0.0011098779134295228
Disabilitas,panas bgt,2,22,1,0.0035558428963956682,0.0011098779134295228
Disabilitas,pertama kali,2,28,1,0.004525618231776305,0.0011098779134295228
Disabilitas,saksi bisu,2,66,1,0.010667528689187005,0.0011098779134295228
Disabilitas,sama sekali,2,20,1,0.0032325844512687894,0.0011098779134295228
Disabilitas,sd di,2,26,1,0.004202359786649426,0.0011098779134295228
Disabilitas,terima kasih,2,21,1,0.003394213673832229,0.0011098779134295228
Disabilitas,tidak buta,2,60,1,0.009697753353806368,0.0011098779134295228
Disabilitas,tusuk bakso,2,29,1,0.004687247454339745,0.0011098779134295228
Disabilitas,udh gila,2,22,1,0.0035558428963956682,0.0011098779134295228
Disabilitas,yg mau,2,23,1,0.0037174721189591076,0.0011098779134295228
Disabilitas,aku gila,2,29,0,0.004687247454339745,0.0
Disabilitas,atau klik,2,20,0,0.0032325844512687894,0.0
Disabilitas,bisa di,2,21,0,0.003394213673832229,0.0
Disabilitas,buat kamu,2,25,0,0.0040407305640859864,0.0
Disabilitas,gila aku,2,33,0,0.0053337643445935026,0.0
Disabilitas,gila beneran,2,26,0,0.004202359786649426,0.0
Disabilitas,gila ga,2,38,0,0.0061419104574107,0.0
Disabilitas,gila gw,2,31,0,0.005010505899466624,0.0
Disabilitas,gila keren,2,26,0,0.004202359786649426,0.0
Disabilitas,gila sendiri,2,26,0,0.004202359786649426,0.0
Disabilitas,gila yaa,2,20,0,0.0032325844512687894,0.0
Disabilitas,jangan sampai,2,26,0,0.004202359786649426,0.0
Disabilitas,kek orang,2,21,0,0.003394213673832229,0.0
Disabilitas,keren banget,2,30,0,0.004848876676903184,0.0
Disabilitas,lowongan kerja,2,20,0,0.0032325844512687894,0.0
Disabilitas,menjadi saksi,2,33,0,0.0053337643445935026,0.0
Disabilitas,nya gila,2,20,0,0.0032325844512687894,0.0
Disabilitas,operator produksi,2,22,0,0.0035558428963956682,0.0
Disabilitas,pendidikan minimal,2,21,0,0.003394213673832229,0.0
Disabilitas,selengkapnya di,2,29,0,0.004687247454339745,0.0
Disabilitas,siswi sd,2,32,0,0.005172135122030063,0.0
Disabilitas,sma smk,2,28,0,0.004525618231776305,0.0
Disabilitas,tahun ini,2,20,0,0.0032325844512687894,0.0
Disabilitas,tergila gila,2,32,0,0.005172135122030063,0.0
Disabilitas,untuk mendapatkan,2,36,0,0.005818652012283821,0.0
Disabilitas,yang belum,2,27,0,0.004363989009212865,0.0
Jewish,zionis israel,2,286,163,0.03783068783068783,0.0943287037037037
Jewish,di gaza,2,1028,134,0.13597883597883598,0.0775462962962963
Jewish,israel di,2,535,73,0.07076719576719577,0.04224537037037037
Jewish,jalur gaza,2,547,68,0.07235449735449735,0.03935185185185185
Jewish,warga sipil,2,191,55,0.025264550264550264,0.031828703703703706
Jewish,rumah sakit,2,389,54,0.051455026455026455,0.03125
Jewish,israel dan,2,500,53,0.06613756613756613,0.030671296296296297
Jewish,anak anak,2,219,52,0.02896825396825397,0.03009259259259259
Jewish,di palestina,2,203,51,0.026851851851851852,0.029513888888888888
Jewish,israel yang,2,342,49,0.04523809523809524,0.028356481481481483
Jewish,warga palestina,2,349,48,0.046164021164021164,0.027777777777777776
Jewish,palestina dan,2,179,46,0.02367724867724868,0.02662037037037037
Jewish,di jalur,2,360,44,0.047619047619047616,0.02546296296296296
Jewish,pro israel,2,152,44,0.020105820105820106,0.02546296296296296
Jewish,tentara israel,2,249,41,0.03293650793650794,0.023726851851851853
Jewish,yang dilakukan,2,111,40,0.014682539682539682,0.023148148148148147
Jewish,ya allah,2,96,38,0.012698412698412698,0.02199074074074074
Jewish,orang orang,2,110,37,0.01455026455026455,0.02141203703703704
Jewish,israel ke,2,234,36,0.030952380952380953,0.020833333333333332
Jewish,gaza palestina,2,194,35,0.025661375661375663,0.02025462962962963
Jewish,rakyat palestina,2,144,35,0.01904761904761905,0.02025462962962963
Jewish,ke israel,2,210,34,0.027777777777777776,0.019675925925925927
Jewish,palestina yang,2,185,34,0.02447089947089947,0.019675925925925927
Jewish,saat ini,2,191,34,0.025264550264550264,0.019675925925925927
Jewish,yahudi pesek,2,16,34,0.0021164021164021165,0.019675925925925927
Jewish,orang yahudi,2,67,32,0.008862433862433862,0.018518518518518517
Jewish,penjajah zionis,2,43,32,0.005687830687830688,0.018518518518518517
Jewish,israel itu,2,77,30,0.010185185185185186,0.017361111111111112
Jewish,salah satu,2,149,29,0.01970899470899471,0.01678240740740741
Jewish,serangan israel,2,350,29,0.046296296296296294,0.01678240740740741
Jewish,dukung israel,2,76,28,0.010052910052910053,0.016203703703703703
Jewish,di dunia,2,66,27,0.00873015873015873,0.015625
Jewish,di indonesia,2,116,27,0.015343915343915344,0.015625
Jewish,israel ini,2,46,27,0.006084656084656085,0.015625
Jewish,tidak ada,2,103,27,0.013624338624338624,0.015625
Jewish,apa yang,2,71,26,0.009391534391534392,0.015046296296296295
Jewish,israel laknatullah,2,15,26,0.001984126984126984,0.015046296296296295
Jewish,umat islam,2,75,26,0.00992063492063492,0.015046296296296295
Jewish,10 2023,2,139,25,0.018386243386243385,0.014467592592592593
Jewish,israel palestina,2,235,25,0.031084656084656083,0.014467592592592593
Jewish,lebih dari,2,197,25,0.026058201058201058,0.014467592592592593
Jewish,militer israel,2,265,25,0.03505291005291005,0.014467592592592593
Jewish,dan israel,2,174,24,0.023015873015873017,0.013888888888888888
Jewish,amerika serikat,2,173,23,0.022883597883597884,0.013310185185185185
Jewish,dengan israel,2,181,23,0.02394179894179894,0.013310185185185185
Jewish,israel yg,2,45,23,0.005952380952380952,0.013310185185185185
Jewish,orang yang,2,103,23,0.013624338624338624,0.013310185185185185
Jewish,benjamin netanyahu,2,153,22,0.02023809523809524,0.01273148148148148
Jewish,gencatan senjata,2,153,22,0.02023809523809524,0.01273148148148148
Jewish,israel adalah,2,34,22,0.004497354497354497,0.01273148148148148
Jewish,ke palestina,2,88,22,0.01164021164021164,0.01273148148148148
Jewish,yahudi israel,2,38,22,0.0050264550264550265,0.01273148148148148
Jewish,hari ini,2,153,21,0.02023809523809524,0.012152777777777778
Jewish,palestina di,2,188,21,0.02486772486772487,0.012152777777777778
Jewish,serangan udara,2,189,21,0.025,0.012152777777777778
Jewish,tidak akan,2,101,21,0.01335978835978836,0.012152777777777778
Jewish,al qassam,2,70,20,0.009259259259259259,0.011574074074074073
Jewish,boikot produk,2,107,20,0.014153439153439154,0.011574074074074073
Jewish,https t,2,35,20,0.004629629629629629,0.011574074074074073
Jewish,israel telah,2,140,20,0.018518518518518517,0.011574074074074073
Jewish,mendukung israel,2,68,20,0.008994708994708995,0.011574074074074073
Jewish,palestina israel,2,163,20,0.02156084656084656,0.011574074074074073
Jewish,perdana menteri,2,163,20,0.02156084656084656,0.011574074074074073
Jewish,t co,2,35,20,0.004629629629629629,0.011574074074074073
Jewish,tanah palestina,2,45,20,0.005952380952380952,0.011574074074074073
Jewish,11 2023,2,140,19,0.018518518518518517,0.01099537037037037
Jewish,dan tidak,2,50,19,0.006613756613756613,0.01099537037037037
Jewish,penjajah israel,2,82,19,0.010846560846560847,0.01099537037037037
Jewish,produk israel,2,107,19,0.014153439153439154,0.01099537037037037
Jewish,zionis yahudi,2,31,19,0.0041005291005291,0.01099537037037037
Jewish,7 oktober,2,152,18,0.020105820105820106,0.010416666666666666
Jewish,arab saudi,2,98,18,0.012962962962962963,0.010416666666666666
Jewish,dan anak,2,45,18,0.005952380952380952,0.010416666666666666
Jewish,dilakukan oleh,2,57,18,0.00753968253968254,0.010416666666666666
Jewish,israel dengan,2,102,18,0.013492063492063493,0.010416666666666666
Jewish,kaum muslimin,2,27,18,0.0035714285714285713,0.010416666666666666
Jewish,ke gaza,2,207,18,0.02738095238095238,0.010416666666666666
Jewish,kejahatan perang,2,74,18,0.009788359788359789,0.010416666666666666
Jewish,yang mendukung,2,76,18,0.010052910052910053,0.010416666666666666
Jewish,yang telah,2,68,18,0.008994708994708995,0.010416666666666666
Jewish,ada yg,2,37,17,0.004894179894179894,0.009837962962962963
Jewish,di israel,2,139,17,0.018386243386243385,0.009837962962962963
Jewish,gaza dan,2,99,17,0.013095238095238096,0.009837962962962963
Jewish,israel dari,2,55,17,0.007275132275132275,0.009837962962962963
Jewish,israel terhadap,2,155,17,0.0205026455026455,0.009837962962962963
Jewish,kemerdekaan palestina,2,67,17,0.008862433862433862,0.009837962962962963
Jewish,perang israel,2,166,17,0.021957671957671957,0.009837962962962963
Jewish,selengkapnya di,2,193,17,0.02552910052910053,0.009837962962962963
Jewish,terjadi di,2,92,17,0.01216931216931217,0.009837962962962963
Jewish,yahudi yang,2,26,17,0.0034391534391534392,0.009837962962962963
Jewish,ada di,2,60,16,0.007936507936507936,0.009259259259259259
Jewish,ada yang,2,57,16,0.00753968253968254,0.009259259259259259
Jewish,fatwa mui,2,48,16,0.006349206349206349,0.009259259259259259
Jewish,israel untuk,2,126,16,0.016666666666666666,0.009259259259259259
Jewish,oleh israel,2,104,16,0.013756613756613757,0.009259259259259259
Jewish,orang israel,2,37,16,0.004894179894179894,0.009259259259259259
Jewish,seluruh dunia,2,54,16,0.007142857142857143,0.009259259259259259
Jewish,warga gaza,2,102,16,0.013492063492063493,0.009259259259259259
Jewish,ganjar pranowo,2,75,15,0.00992063492063492,0.008680555555555556
Jewish,ini bukan,2,30,15,0.003968253968253968,0.008680555555555556
Jewish,negara arab,2,44,15,0.00582010582010582,0.008680555555555556
Jewish,negara negara,2,93,15,0.012301587301587301,0.008680555555555556
Jewish,tentara zionis,2,41,15,0.005423280423280424,0.008680555555555556
Jewish,yang terjadi,2,86,15,0.011375661375661376,0.008680555555555556
Jewish,agresi israel,2,83,14,0.010978835978835979,0.008101851851851851
Jewish,bela palestina,2,56,14,0.007407407407407408,0.008101851851851851
Jewish,gaza di,2,42,14,0.005555555555555556,0.008101851851851851
Jewish,indonesia di,2,111,14,0.014682539682539682,0.008101851851851851
Jewish,ini adalah,2,73,14,0.009656084656084656,0.008101851851851851
Jewish,kota gaza,2,58,14,0.007671957671957672,0.008101851851851851
Jewish,luar negeri,2,123,14,0.01626984126984127,0.008101851851851851
Jewish,masjid al,2,49,14,0.006481481481481481,0.008101851851851851
Jewish,membeli produk,2,34,14,0.004497354497354497,0.008101851851851851
Jewish,mereka tidak,2,27,14,0.0035714285714285713,0.008101851851851851
Jewish,pendukung israel,2,26,14,0.0034391534391534392,0.008101851851851851
Jewish,tepi barat,2,96,14,0.012698412698412698,0.008101851851851851
Jewish,terhadap warga,2,70,14,0.009259259259259259,0.008101851851851851
Jewish,timur tengah,2,68,14,0.008994708994708995,0.008101851851851851
Jewish,warga israel,2,100,14,0.013227513227513227,0.008101851851851851
Jewish,yahudi dan,2,34,14,0.004497354497354497,0.008101851851851851
Jewish,yang ada,2,42,14,0.005555555555555556,0.008101851851851851
Jewish,yang tidak,2,71,14,0.009391534391534392,0.008101851851851851
Jewish,akibat serangan,2,127,13,0.0167989417989418,0.007523148148148148
Jewish,al aqsa,2,85,13,0.011243386243386243,0.007523148148148148
Jewish,apa yg,2,23,13,0.0030423280423280425,0.007523148148148148
Jewish,dalam serangan,2,89,13,0.011772486772486773,0.007523148148148148
Jewish,di wilayah,2,129,13,0.017063492063492062,0.007523148148148148
Jewish,hal ini,2,92,13,0.01216931216931217,0.007523148148148148
Jewish,israel akan,2,77,13,0.010185185185185186,0.007523148148148148
Jewish,israel dalam,2,75,13,0.00992063492063492,0.007523148148148148
Jewish,israel israel,2,27,13,0.0035714285714285713,0.007523148148148148
Jewish,israel yahudi,2,22,13,0.00291005291005291,0.007523148148148148
Jewish,kaum yahudi,2,27,13,0.0035714285714285713,0.007523148148148148
Jewish,ke jalur,2,56,13,0.007407407407407408,0.007523148148148148
Jewish,menteri israel,2,103,13,0.013624338624338624,0.007523148148148148
Jewish,menteri luar,2,74,13,0.009788359788359789,0.007523148148148148
Jewish,pasukan zionis,2,34,13,0.004497354497354497,0.007523148148148148
Jewish,sipil palestina,2,36,13,0.004761904761904762,0.007523148148148148
Jewish,udara israel,2,114,13,0.01507936507936508,0.007523148148148148
Jewish,zionis di,2,41,13,0.005423280423280424,0.007523148148148148
Jewish,bahwa israel,2,35,12,0.004629629629629629,0.006944444444444444
Jewish,bangsa palestina,2,42,12,0.005555555555555556,0.006944444444444444
Jewish,bela israel,2,31,12,0.0041005291005291,0.006944444444444444
Jewish,bendera israel,2,33,12,0.004365079365079365,0.006944444444444444
Jewish,brigade al,2,32,12,0.004232804232804233,0.006944444444444444
Jewish,dan para,2,35,12,0.004629629629629629,0.006944444444444444
Jewish,dan yang,2,20,12,0.0026455026455026454,0.006944444444444444
Jewish,di dalam,2,62,12,0.0082010582010582,0.006944444444444444
Jewish,dukung palestina,2,36,12,0.004761904761904762,0.006944444444444444
Jewish,gaza yang,2,134,12,0.017724867724867723,0.006944444444444444
Jewish,israel bukan,2,21,12,0.002777777777777778,0.006944444444444444
Jewish,israel juga,2,61,12,0.008068783068783069,0.006944444444444444
Jewish,israel sebagai,2,58,12,0.007671957671957672,0.006944444444444444
Jewish,oleh zionis,2,25,12,0.0033068783068783067,0.006944444444444444
Jewish,palestina adalah,2,33,12,0.004365079365079365,0.006944444444444444
Jewish,pasukan israel,2,116,12,0.015343915343915344,0.006944444444444444
Jewish,produk yang,2,64,12,0.008465608465608466,0.006944444444444444
Jewish,sipil di,2,48,12,0.006349206349206349,0.006944444444444444
Jewish,umat muslim,2,25,12,0.0033068783068783067,0.006944444444444444
Jewish,yang sedang,2,63,12,0.008333333333333333,0.006944444444444444
Jewish,anak dan,2,59,11,0.007804232804232804,0.00636574074074074
Jewish,beli produk,2,20,11,0.0026455026455026454,0.00636574074074074
Jewish,dari israel,2,84,11,0.011111111111111112,0.00636574074074074
Jewish,gak ada,2,21,11,0.002777777777777778,0.00636574074074074
Jewish,israel benjamin,2,91,11,0.012037037037037037,0.00636574074074074
Jewish,joe biden,2,67,11,0.008862433862433862,0.00636574074074074
Jewish,negara israel,2,49,11,0.006481481481481481,0.00636574074074074
Jewish,oktober 2023,2,146,11,0.019312169312169312,0.00636574074074074
Jewish,oleh pasukan,2,27,11,0.0035714285714285713,0.00636574074074074
Jewish,orang palestina,2,39,11,0.005158730158730159,0.00636574074074074
Jewish,pada 7,2,59,11,0.007804232804232804,0.00636574074074074
Jewish,palestina itu,2,42,11,0.005555555555555556,0.00636574074074074
Jewish,palestina yg,2,23,11,0.0030423280423280425,0.00636574074074074
Jewish,pertama kali,2,20,11,0.0026455026455026454,0.00636574074074074
Jewish,semoga allah,2,23,11,0.0030423280423280425,0.00636574074074074
Jewish,tel aviv,2,69,11,0.009126984126984128,0.00636574074074074
Jewish,terhadap palestina,2,85,11,0.011243386243386243,0.00636574074074074
Jewish,yang akan,2,73,11,0.009656084656084656,0.00636574074074074
Jewish,yang masih,2,44,11,0.00582010582010582,0.00636574074074074
Jewish,allahu akbar,2,35,10,0.004629629629629629,0.005787037037037037
Jewish,banyak orang,2,23,10,0.0030423280423280425,0.005787037037037037
Jewish,bukan hanya,2,25,10,0.0033068783068783067,0.005787037037037037
Jewish,dan warga,2,22,10,0.00291005291005291,0.005787037037037037
Jewish,dan yahudi,2,23,10,0.0030423280423280425,0.005787037037037037
