subset,token,label,document_count,document_rate,log_odds
all,prize,0,189,0.007729112992270887,2.5237519551895944
all,pengeluaran,0,335,0.013699750541855805,2.51273247886874
all,ana,0,37,0.001513106776264671,2.5073977081014873
all,bandartogel,0,37,0.001513106776264671,2.5073977081014873
all,beritausk,0,37,0.001513106776264671,2.5073977081014873
all,hangat,0,37,0.001513106776264671,2.5073977081014873
all,inatogel,0,37,0.001513106776264671,2.5073977081014873
all,kalla,0,37,0.001513106776264671,2.5073977081014873
all,keluarantogel,0,37,0.001513106776264671,2.5073977081014873
all,klasemen,0,37,0.001513106776264671,2.5073977081014873
all,kurniawan,0,37,0.001513106776264671,2.5073977081014873
all,memantau,0,37,0.001513106776264671,2.5073977081014873
all,penghargaan,0,37,0.001513106776264671,2.5073977081014873
all,perunggu,0,37,0.001513106776264671,2.5073977081014873
all,s1,0,37,0.001513106776264671,2.5073977081014873
all,struick,0,37,0.001513106776264671,2.5073977081014873
all,ups,0,37,0.001513106776264671,2.5073977081014873
all,goblok,1,26,0.006508135168961202,2.492056497724028
all,sekte,1,20,0.0050062578222778474,2.485263434527586
all,63,0,36,0.001472211998527788,2.480328080641277
all,bayu,0,36,0.001472211998527788,2.480328080641277
all,fashion,0,36,0.001472211998527788,2.480328080641277
all,finansial,0,36,0.001472211998527788,2.480328080641277
all,kg,0,36,0.001472211998527788,2.480328080641277
all,livecasino,0,36,0.001472211998527788,2.480328080641277
all,prince,0,36,0.001472211998527788,2.480328080641277
all,resulthariini,0,36,0.001472211998527788,2.480328080641277
all,snack,0,36,0.001472211998527788,2.480328080641277
all,wei,0,36,0.001472211998527788,2.480328080641277
all,ahlul,1,25,0.006257822277847309,2.4533383277261342
all,77,0,35,0.001431317220790905,2.4525075631391586
all,arenagacor,0,35,0.001431317220790905,2.4525075631391586
all,bbtogel,0,35,0.001431317220790905,2.4525075631391586
all,diutamakan,0,35,0.001431317220790905,2.4525075631391586
all,jasmani,0,35,0.001431317220790905,2.4525075631391586
all,jayagaming,0,35,0.001431317220790905,2.4525075631391586
all,junior,0,35,0.001431317220790905,2.4525075631391586
all,kapolresta,0,35,0.001431317220790905,2.4525075631391586
all,mama,0,35,0.001431317220790905,2.4525075631391586
all,mer,0,35,0.001431317220790905,2.4525075631391586
all,nagaslot,0,35,0.001431317220790905,2.4525075631391586
all,ongkir,0,35,0.001431317220790905,2.4525075631391586
all,rektor,0,35,0.001431317220790905,2.4525075631391586
all,skala,0,35,0.001431317220790905,2.4525075631391586
all,slotgacorhariini,0,35,0.001431317220790905,2.4525075631391586
all,togelcasino,0,35,0.001431317220790905,2.4525075631391586
all,yanto,0,35,0.001431317220790905,2.4525075631391586
all,tempodunia,0,105,0.004293951662372715,2.4456940137594874
all,pemenang,0,379,0.015499120762278657,2.436869851894647
all,lowongan,0,104,0.004253056884635832,2.4361290627997882
all,laknatullah,1,82,0.020525657071339173,2.425585285412384
all,asep,0,34,0.001390422443054022,2.4238932389771723
all,keunggulan,0,34,0.001390422443054022,2.4238932389771723
all,market,0,34,0.001390422443054022,2.4238932389771723
all,menembak,0,34,0.001390422443054022,2.4238932389771723
all,nations,0,34,0.001390422443054022,2.4238932389771723
all,seharian,0,34,0.001390422443054022,2.4238932389771723
all,sudirman,0,34,0.001390422443054022,2.4238932389771723
all,tanjung,0,34,0.001390422443054022,2.4238932389771723
all,upacara,0,34,0.001390422443054022,2.4238932389771723
all,137,0,33,0.001349527665317139,2.3944384037299233
all,cn,0,33,0.001349527665317139,2.3944384037299233
all,collegelife,0,33,0.001349527665317139,2.3944384037299233
all,cox,0,33,0.001349527665317139,2.3944384037299233
all,des,0,33,0.001349527665317139,2.3944384037299233
all,kapolsek,0,33,0.001349527665317139,2.3944384037299233
all,menampilkan,0,33,0.001349527665317139,2.3944384037299233
all,nusa,0,33,0.001349527665317139,2.3944384037299233
all,pembelian,0,33,0.001349527665317139,2.3944384037299233
all,sedikitnya,0,33,0.001349527665317139,2.3944384037299233
all,silaturahmi,0,33,0.001349527665317139,2.3944384037299233
all,sungai,0,33,0.001349527665317139,2.3944384037299233
all,tergila,0,33,0.001349527665317139,2.3944384037299233
all,thohir,0,33,0.001349527665317139,2.3944384037299233
all,salafi,1,30,0.007509386733416771,2.373971768334857
all,pemeriksaan,0,97,0.003966793440477651,2.3665069304775157
all,dikonfirmasi,0,32,0.001308632887580256,2.364092105870476
all,episode,0,32,0.001308632887580256,2.364092105870476
all,fancy,0,32,0.001308632887580256,2.364092105870476
all,menjalin,0,32,0.001308632887580256,2.364092105870476
all,review,0,32,0.001308632887580256,2.364092105870476
all,street,0,32,0.001308632887580256,2.364092105870476
all,terdampak,0,32,0.001308632887580256,2.364092105870476
all,prediksichina,0,161,0.006584059215638163,2.3627147894324056
all,ular,0,96,0.003925898662740768,2.3561565048593764
all,angkajitu,0,95,0.003885003885003885,2.3456986897273646
all,aqidah,1,24,0.006007509386733416,2.3415812868620853
all,81,0,31,0.001267738109843373,2.3327986156789526
all,aziz,0,31,0.001267738109843373,2.3327986156789526
all,edukasi,0,31,0.001267738109843373,2.3327986156789526
all,hendra,0,31,0.001267738109843373,2.3327986156789526
all,kapolres,0,31,0.001267738109843373,2.3327986156789526
all,kebudayaan,0,31,0.001267738109843373,2.3327986156789526
all,likeforlike,0,31,0.001267738109843373,2.3327986156789526
all,lokertangerang,0,31,0.001267738109843373,2.3327986156789526
all,onana,0,31,0.001267738109843373,2.3327986156789526
all,seller,0,31,0.001267738109843373,2.3327986156789526
all,stok,0,31,0.001267738109843373,2.3327986156789526
all,suasana,0,31,0.001267738109843373,2.3327986156789526
all,togel4d,0,31,0.001267738109843373,2.3327986156789526
all,yi,0,31,0.001267738109843373,2.3327986156789526
all,aswaja,1,22,0.005506883604505632,2.32741989772716
all,sufi,1,22,0.005506883604505632,2.32741989772716
all,asean,0,93,0.003803214329530119,2.3244517750438245
all,prediksi,0,457,0.01868891342575553,2.3163810981624606
all,album,0,30,0.00122684333210649,2.300496808449875
all,bertempat,0,30,0.00122684333210649,2.300496808449875
all,desain,0,30,0.00122684333210649,2.300496808449875
all,dibenarkan,0,30,0.00122684333210649,2.300496808449875
all,get,0,30,0.00122684333210649,2.300496808449875
all,iii,0,30,0.00122684333210649,2.300496808449875
all,jkt48sayonaracrawl,0,30,0.00122684333210649,2.300496808449875
all,menentukan,0,30,0.00122684333210649,2.300496808449875
all,nyak,0,30,0.00122684333210649,2.300496808449875
all,pelatihan,0,30,0.00122684333210649,2.300496808449875
all,rahman,0,30,0.00122684333210649,2.300496808449875
all,ringan,0,30,0.00122684333210649,2.300496808449875
all,seri,0,30,0.00122684333210649,2.300496808449875
all,singapore,0,30,0.00122684333210649,2.300496808449875
all,tercapai,0,30,0.00122684333210649,2.300496808449875
all,teuku,0,30,0.00122684333210649,2.300496808449875
all,timor,0,30,0.00122684333210649,2.300496808449875
all,togelhk,0,30,0.00122684333210649,2.300496808449875
all,togelsgp,0,30,0.00122684333210649,2.300496808449875
all,voli,0,30,0.00122684333210649,2.300496808449875
all,ʟɪɴᴋ,0,30,0.00122684333210649,2.300496808449875
all,promo,0,89,0.003639635218582587,2.2805647772671818
all,arief,0,29,0.001185948554369607,2.2671194448478524
all,bara,0,29,0.001185948554369607,2.2671194448478524
all,dimas,0,29,0.001185948554369607,2.2671194448478524
all,esports,0,29,0.001185948554369607,2.2671194448478524
all,halim,0,29,0.001185948554369607,2.2671194448478524
all,iwan,0,29,0.001185948554369607,2.2671194448478524
all,jagoan,0,29,0.001185948554369607,2.2671194448478524
all,libur,0,29,0.001185948554369607,2.2671194448478524
all,lokerjabodetabek,0,29,0.001185948554369607,2.2671194448478524
all,memfasilitasi,0,29,0.001185948554369607,2.2671194448478524
all,muh,0,29,0.001185948554369607,2.2671194448478524
all,posts,0,29,0.001185948554369607,2.2671194448478524
all,salmasalsabil,0,29,0.001185948554369607,2.2671194448478524
all,shanghai,0,29,0.001185948554369607,2.2671194448478524
all,tangkis,0,29,0.001185948554369607,2.2671194448478524
all,ujarnya,0,142,0.005807058438637386,2.2367698177824975
all,sumatera,0,85,0.003476056107635055,2.2346783681191433
all,utamakan,0,85,0.003476056107635055,2.2346783681191433
all,2013,0,28,0.001145053776632724,2.23259232711854
all,76,0,28,0.001145053776632724,2.23259232711854
all,arifin,0,28,0.001145053776632724,2.23259232711854
all,deli,0,28,0.001145053776632724,2.23259232711854
all,disambut,0,28,0.001145053776632724,2.23259232711854
all,huawei,0,28,0.001145053776632724,2.23259232711854
all,iqbal,0,28,0.001145053776632724,2.23259232711854
all,jonatan,0,28,0.001145053776632724,2.23259232711854
all,kelurahan,0,28,0.001145053776632724,2.23259232711854
all,lokerbekasi,0,28,0.001145053776632724,2.23259232711854
all,lokerbogor,0,28,0.001145053776632724,2.23259232711854
all,mengangkat,0,28,0.001145053776632724,2.23259232711854
all,rcti,0,28,0.001145053776632724,2.23259232711854
all,reskrim,0,28,0.001145053776632724,2.23259232711854
all,sepenuh,0,28,0.001145053776632724,2.23259232711854
all,kelinci,0,84,0.003435161329898172,2.2228724907974198
all,prediksitogelhariini,0,84,0.003435161329898172,2.2228724907974198
all,pools,0,249,0.010182799656483867,2.2130100522297873
all,games,0,248,0.010141904878746983,2.208952668796746
all,sambut,0,82,0.003353371774424406,2.1988371833421034
all,aditya,0,27,0.001104158998895841,2.196833304534469
all,awak,0,27,0.001104158998895841,2.196833304534469
all,badmintonindonesia,0,27,0.001104158998895841,2.196833304534469
all,business,0,27,0.001104158998895841,2.196833304534469
all,christie,0,27,0.001104158998895841,2.196833304534469
all,close,0,27,0.001104158998895841,2.196833304534469
all,dafatoto,0,27,0.001104158998895841,2.196833304534469
all,dian,0,27,0.001104158998895841,2.196833304534469
all,form,0,27,0.001104158998895841,2.196833304534469
all,gerejakatolik,0,27,0.001104158998895841,2.196833304534469
all,grand,0,27,0.001104158998895841,2.196833304534469
all,iom,0,27,0.001104158998895841,2.196833304534469
all,jawabarat,0,27,0.001104158998895841,2.196833304534469
all,jong,0,27,0.001104158998895841,2.196833304534469
all,keuskupan,0,27,0.001104158998895841,2.196833304534469
all,lamar,0,27,0.001104158998895841,2.196833304534469
all,lokerindonesia,0,27,0.001104158998895841,2.196833304534469
all,mbahtoto,0,27,0.001104158998895841,2.196833304534469
all,merinding,0,27,0.001104158998895841,2.196833304534469
all,mini,0,27,0.001104158998895841,2.196833304534469
all,pelatih,0,27,0.001104158998895841,2.196833304534469
all,peneliti,0,27,0.001104158998895841,2.196833304534469
all,perahu,0,27,0.001104158998895841,2.196833304534469
all,ponsel,0,27,0.001104158998895841,2.196833304534469
all,rekan,0,27,0.001104158998895841,2.196833304534469
all,taipe,0,27,0.001104158998895841,2.196833304534469
all,ws,0,27,0.001104158998895841,2.196833304534469
all,asiangames2022,0,80,0.00327158221895064,2.1742140147275095
all,bb,0,80,0.00327158221895064,2.1742140147275095
all,bisex,1,20,0.0050062578222778474,2.162326386187415
all,paus,0,79,0.003230687441213757,2.161672824639074
all,auto,0,26,0.001063264221158958,2.1597510945481413
all,chang,0,26,0.001063264221158958,2.1597510945481413
all,dimulainya,0,26,0.001063264221158958,2.1597510945481413
all,heri,0,26,0.001063264221158958,2.1597510945481413
all,kupang,0,26,0.001063264221158958,2.1597510945481413
all,liburan,0,26,0.001063264221158958,2.1597510945481413
all,lokercikarang,0,26,0.001063264221158958,2.1597510945481413
all,meriah,0,26,0.001063264221158958,2.1597510945481413
all,palang,0,26,0.001063264221158958,2.1597510945481413
all,pragmaticplay,0,26,0.001063264221158958,2.1597510945481413
all,prediksiakurat,0,26,0.001063264221158958,2.1597510945481413
all,prediksihk,0,26,0.001063264221158958,2.1597510945481413
all,rivro,0,26,0.001063264221158958,2.1597510945481413
all,roma,0,26,0.001063264221158958,2.1597510945481413
all,romo,0,26,0.001063264221158958,2.1597510945481413
all,safe,0,26,0.001063264221158958,2.1597510945481413
all,salazar,0,26,0.001063264221158958,2.1597510945481413
all,sea,0,26,0.001063264221158958,2.1597510945481413
all,serdang,0,26,0.001063264221158958,2.1597510945481413
all,sogotogel,0,26,0.001063264221158958,2.1597510945481413
all,surakarta,0,26,0.001063264221158958,2.1597510945481413
all,syukur,0,26,0.001063264221158958,2.1597510945481413
all,tertera,0,26,0.001063264221158958,2.1597510945481413
all,wati,0,26,0.001063264221158958,2.1597510945481413
all,indah,0,78,0.003189792663476874,2.1489734021261193
all,jungkook,0,78,0.003189792663476874,2.1489734021261193
all,perdagangan,0,77,0.003148897885739991,2.1361116897390606
all,syi,1,33,0.008260325406758449,2.1317886004977673
all,made,0,76,0.003108003108003108,2.1230834719371483
all,andika,0,25,0.001022369443422075,2.121243877090243
all,andy,0,25,0.001022369443422075,2.121243877090243
all,armada,0,25,0.001022369443422075,2.121243877090243
all,berkomunikasi,0,25,0.001022369443422075,2.121243877090243
all,bilateral,0,25,0.001022369443422075,2.121243877090243
all,bocorantogel,0,25,0.001022369443422075,2.121243877090243
all,chicken,0,25,0.001022369443422075,2.121243877090243
all,cut,0,25,0.001022369443422075,2.121243877090243
all,daftarkampoengtoto,0,25,0.001022369443422075,2.121243877090243
all,demam,0,25,0.001022369443422075,2.121243877090243
all,deretan,0,25,0.001022369443422075,2.121243877090243
all,draw,0,25,0.001022369443422075,2.121243877090243
all,flokitoto,0,25,0.001022369443422075,2.121243877090243
all,infeksi,0,25,0.001022369443422075,2.121243877090243
all,jangka,0,25,0.001022369443422075,2.121243877090243
all,jhon,0,25,0.001022369443422075,2.121243877090243
all,kampoengtoto,0,25,0.001022369443422075,2.121243877090243
all,kampungtoto,0,25,0.001022369443422075,2.121243877090243
all,kebebasan,0,25,0.001022369443422075,2.121243877090243
all,lokerbandung,0,25,0.001022369443422075,2.121243877090243
all,menara4d,0,25,0.001022369443422075,2.121243877090243
all,pbs,0,25,0.001022369443422075,2.121243877090243
all,poltar,0,25,0.001022369443422075,2.121243877090243
all,satuan,0,25,0.001022369443422075,2.121243877090243
all,silver,0,25,0.001022369443422075,2.121243877090243
all,stock,0,25,0.001022369443422075,2.121243877090243
all,unrwa,0,25,0.001022369443422075,2.121243877090243
all,widya,0,25,0.001022369443422075,2.121243877090243
all,ybni,0,25,0.001022369443422075,2.121243877090243
all,bid,1,35,0.008760951188986232,2.1117272304033574
all,siti,0,75,0.003067108330266225,2.109884366767294
all,togelonline,0,175,0.007156586103954525,2.109702490476876
all,bali,0,125,0.005111847217110375,2.1090345634592733
all,hangzhou,0,125,0.005111847217110375,2.1090345634592733
all,comment,0,74,0.003026213552529342,2.096509816988106
all,neraka,1,37,0.009261576971214018,2.0941993486207995
all,pantai,0,123,0.005030057661636609,2.0928877562245383
all,www,0,221,0.009037745879851143,2.0928175854280067
all,munafik,1,25,0.006257822277847309,2.0853680233029084
all,dokumen,0,73,0.002985318774792459,2.0829550805941417
all,akbp,0,24,0.000981474665685192,2.08119760752218
all,audio,0,24,0.000981474665685192,2.08119760752218
all,aulia,0,24,0.000981474665685192,2.08119760752218
all,beregu,0,24,0.000981474665685192,2.08119760752218
all,berjumlah,0,24,0.000981474665685192,2.08119760752218
all,berlayar,0,24,0.000981474665685192,2.08119760752218
all,bimas,0,24,0.000981474665685192,2.08119760752218
all,chan,0,24,0.000981474665685192,2.08119760752218
all,commissioner,0,24,0.000981474665685192,2.08119760752218
all,diluncurkan,0,24,0.000981474665685192,2.08119760752218
all,diturunkan,0,24,0.000981474665685192,2.08119760752218
all,edy,0,24,0.000981474665685192,2.08119760752218
all,expo,0,24,0.000981474665685192,2.08119760752218
all,fan,0,24,0.000981474665685192,2.08119760752218
all,inabadminton,0,24,0.000981474665685192,2.08119760752218
all,instalike,0,24,0.000981474665685192,2.08119760752218
all,institut,0,24,0.000981474665685192,2.08119760752218
all,kampongtoto,0,24,0.000981474665685192,2.08119760752218
all,konsultasi,0,24,0.000981474665685192,2.08119760752218
all,makeup,0,24,0.000981474665685192,2.08119760752218
all,mengizinkan,0,24,0.000981474665685192,2.08119760752218
all,nasution,0,24,0.000981474665685192,2.08119760752218
all,pilihanku,0,24,0.000981474665685192,2.08119760752218
all,pmi,0,24,0.000981474665685192,2.08119760752218
all,prediksisgp,0,24,0.000981474665685192,2.08119760752218
all,score,0,24,0.000981474665685192,2.08119760752218
all,stadium,0,24,0.000981474665685192,2.08119760752218
all,sugeng,0,24,0.000981474665685192,2.08119760752218
all,tbtb,0,24,0.000981474665685192,2.08119760752218
all,temuan,0,24,0.000981474665685192,2.08119760752218
all,van,0,24,0.000981474665685192,2.08119760752218
all,yuan,0,24,0.000981474665685192,2.08119760752218
all,sesat,1,31,0.007759699624530663,2.0697261029714165
all,badminton,0,120,0.00490737332842596,2.068173058659968
all,september,0,544,0.02224675908886435,2.065656871360302
all,boneka,1,23,0.005757196495619525,2.055871062601267
all,togelterpercaya,0,71,0.002903529219318693,2.055285094667724
all,ganda,0,70,0.00286263444158181,2.041159342605362
all,asian,0,256,0.010469063100642047,2.040047786665219
all,armando,0,23,0.000940579887948309,2.0394839778428513
all,aspirasi,0,23,0.000940579887948309,2.0394839778428513
all,cabor,0,23,0.000940579887948309,2.0394839778428513
all,case,0,23,0.000940579887948309,2.0394839778428513
all,dede,0,23,0.000940579887948309,2.0394839778428513
all,denmark,0,23,0.000940579887948309,2.0394839778428513
all,diperiksa,0,23,0.000940579887948309,2.0394839778428513
all,fitria,0,23,0.000940579887948309,2.0394839778428513
all,friday,0,23,0.000940579887948309,2.0394839778428513
all,gregoria,0,23,0.000940579887948309,2.0394839778428513
all,harapannya,0,23,0.000940579887948309,2.0394839778428513
all,here,0,23,0.000940579887948309,2.0394839778428513
all,jir,0,23,0.000940579887948309,2.0394839778428513
all,jojo,0,23,0.000940579887948309,2.0394839778428513
all,kategori,0,23,0.000940579887948309,2.0394839778428513
all,leste,0,23,0.000940579887948309,2.0394839778428513
all,lok,0,23,0.000940579887948309,2.0394839778428513
all,lokerkarawang,0,23,0.000940579887948309,2.0394839778428513
all,lokersmk,0,23,0.000940579887948309,2.0394839778428513
all,marzuki,0,23,0.000940579887948309,2.0394839778428513
all,mongolia,0,23,0.000940579887948309,2.0394839778428513
all,mula,0,23,0.000940579887948309,2.0394839778428513
all,multisportevent,0,23,0.000940579887948309,2.0394839778428513
all,mutiara,0,23,0.000940579887948309,2.0394839778428513
all,nation,0,23,0.000940579887948309,2.0394839778428513
all,patah,0,23,0.000940579887948309,2.0394839778428513
all,pengunjung,0,23,0.000940579887948309,2.0394839778428513
all,penjabat,0,23,0.000940579887948309,2.0394839778428513
all,profesi,0,23,0.000940579887948309,2.0394839778428513
all,psi,0,23,0.000940579887948309,2.0394839778428513
all,republic,0,23,0.000940579887948309,2.0394839778428513
all,ridho,0,23,0.000940579887948309,2.0394839778428513
all,riski,0,23,0.000940579887948309,2.0394839778428513
all,sananta,0,23,0.000940579887948309,2.0394839778428513
all,seniman,0,23,0.000940579887948309,2.0394839778428513
all,seo,0,23,0.000940579887948309,2.0394839778428513
all,shopeeid,0,23,0.000940579887948309,2.0394839778428513
all,style,0,23,0.000940579887948309,2.0394839778428513
all,tulungagung,0,23,0.000940579887948309,2.0394839778428513
all,wawan,0,23,0.000940579887948309,2.0394839778428513
all,yong,0,23,0.000940579887948309,2.0394839778428513
all,zakat,0,23,0.000940579887948309,2.0394839778428513
all,anis,1,36,0.009011264080100126,2.0323909694645894
all,tunggal,0,68,0.002780844886108044,2.0122983587397236
all,angka,0,293,0.011982169876906718,2.0090223039160517
all,bandartogelonline,0,67,0.002739950108371161,1.997551204214781
all,130,0,22,0.000899685110211426,1.9959579342998155
all,160,0,22,0.000899685110211426,1.9959579342998155
all,170,0,22,0.000899685110211426,1.9959579342998155
all,anto,0,22,0.000899685110211426,1.9959579342998155
all,aula,0,22,0.000899685110211426,1.9959579342998155
all,balee,0,22,0.000899685110211426,1.9959579342998155
all,banten,0,22,0.000899685110211426,1.9959579342998155
all,bayangin,0,22,0.000899685110211426,1.9959579342998155
all,boru,0,22,0.000899685110211426,1.9959579342998155
