token,log_odds
cewek,1.1794182476241046
dibantai,1.1739726205690233
melayu,1.1739726205690233
sallam,1.1739726205690233
shallallahu,1.1706290479231785
bin,1.1646485879359645
teroris,1.153720285279804
mkmk,1.1525812927608452
membuktikan,1.1442427376169066
menjual,1.1442427376169066
aslinya,1.1422931756060488
berdosa,1.138213597984952
sbg,1.1337042379144142
jabatan,1.1333512024267245
pilih,1.1317781327681964
membunuh,1.1211485681895272
qur,1.1134265607996652
buzzer,1.1096762287511062
mirip,1.1096762287511062
membantai,1.107104362347183
adu,1.1060817023051703
habib,1.1060817023051703
insyaallah,1.1060817023051703
jahat,1.102630546840588
sdh,1.102630546840588
menyebarkan,1.1006398457720548
tinggalkan,1.1006398457720548
bkn,1.0987671320630132
jelek,1.0987671320630132
quran,1.0960378450048165
penjajah,1.0953021565330197
islam,1.0915486331048898
orang2,1.0885047947782258
putusan,1.0817447027733496
demo,1.080149298359069
makanya,1.078452546707756
hanyalah,1.076626867057921
katakan,1.076626867057921
seakan,1.0703091166536172
palestinegenocide,1.0665035039161028
pembunuhan,1.0655743237952475
bukanlah,1.0653730874370908
bbm,1.0621326283141563
nasrani,1.0621326283141563
kuburan,1.0594142991207929
melainkan,1.0587446206902291
yahudi,1.0546021733621485
haji,1.051070456370147
berbuat,1.0380073094245392
sholat,1.0380073094245392
golongan,1.0355626869664756
dakwah,1.0309515347274405
sadar,1.0290918908367055
muka,1.0274711534544338
mrk,1.025855952317803
kau,1.0250834881977928
diem,1.0250504183278288
bela,1.0239334951994288
menghancurkan,1.0188440944642352
berpihak,1.0170072328156217
sekutunya,1.0170072328156217
ngerti,1.0138552537938583
betapa,1.0122648596635355
pengikut,1.0122648596635355
keturunan,1.008151591812103
sesungguhnya,1.0072496811642002
konstitusi,1.0068859753120367
haram,1.0058407880472884
rezim,1.0033749278732746
rasulullah,1.0024411523952754
gama,1.0001725632772631
alquran,0.998599022584768
dinasti,0.998599022584768
anti,0.9966486239458192
coldplay,0.9948659693331264
sahabat,0.9947985515319692
duit,0.9901779291398468
imam,0.9901475136747114
menerus,0.9892913957437576
mati,0.9860372942259252
gaya,0.9763675213735687
mujahidin,0.9763675213735687
dki,0.9667641328665548
sholeh,0.9658307831477824
brigade,0.9621839920436552
jihad,0.9593696803633616
perkara,0.9593696803633616
membabi,0.9575727450185394
modern,0.9547642780144452
usah,0.9535190785757656
aqsha,0.9414178053713956
dituduh,0.9414178053713956
kaga,0.9414178053713956
nge,0.9414178053713956
anggap,0.9350037251641672
menjajah,0.9350037251641672
menyesatkan,0.9350037251641672
okt,0.9350037251641672
opini,0.9350037251641672
tante,0.9330692317345548
keliatan,0.9257845135797198
politisi,0.9257845135797198
menyebar,0.9213869144124226
cacat,0.9207516131307836
cewe,0.9167442557265664
israhell,0.9152864231173132
sumpah,0.9147328613145542
anwar,0.9120066250595183
memakai,0.9120066250595183
sebagaimana,0.9112025987903332
dendam,0.9056587827873244
nenek,0.9056587827873244
perilaku,0.9056587827873244
beriman,0.9046574273047197
giliran,0.9046574273047197
menjadikan,0.9030759510931068
allah,0.8983659428865378
ustadz,0.8925554003788532
tsb,0.8904778444622155
mulia,0.8890851071833449
org2,0.8890851071833449
sibuk,0.8890851071833449
budek,0.8872772961218214
dihancurkan,0.8872772961218214
musuh,0.8834363501648632
babi,0.8817327282534083
bendera,0.8817327282534083
percaya,0.8816546003663096
klo,0.8797515669816774
dikasih,0.8785974146690256
teriak,0.8712370300792249
ulama,0.8684743508497226
keyakinan,0.8634082170020049
ala,0.8628760044805004
kelak,0.8577916169918218
kenapa,0.8553556828038538
janji,0.8528433349088751
muslim,0.8527033000911931
membela,0.8524488979411147
menghasilkan,0.8501950861354939
tweet,0.8501950861354939
mulu,0.8498477866785882
palsu,0.8488875547532702
usman,0.8483940109836708
faktanya,0.8431162085519408
berani,0.8398441151564272
misalnya,0.8377543014559894
wajar,0.8377543014559894
rela,0.8370499519349531
kebencian,0.8367341666183947
merusak,0.8288344533448498
zaman,0.8226728029732167
paham,0.8154358770302113
thn,0.8144360635514225
umumnya,0.8144360635514225
tulisan,0.8113665628944136
dijadikan,0.8091065239997733
suruh,0.8054524942269116
kuasa,0.8049828411905324
krn,0.8032966288590102
berkata,0.801456537840275
anj,0.7979904838851252
beribadah,0.7979904838851252
kebanyakan,0.7965353656054781
rempang,0.7941782468566524
bersatu,0.7937702211012474
asli,0.793628185006312
freepalestine,0.7932711627419424
hancurkan,0.7902210292517668
utk,0.7846120893419476
usir,0.783954632975323
amat,0.7829290913689851
dosa,0.7816850138875925
ngomong,0.7814480806528349
gerbang,0.7799089458221103
idf,0.7763782036746039
janda,0.7741590040353886
kajian,0.7741590040353886
lesbian,0.7741590040353886
hindu,0.7693761597231389
kehancuran,0.7693761597231389
maha,0.7693761597231389
pemukiman,0.7693761597231389
heran,0.7656462946081902
ber,0.7653398578661043
cindo,0.7653398578661043
sebaliknya,0.7653398578661043
rakyat,0.7616403440230722
umat,0.7590896540183579
dll,0.7481290612154625
kebenaran,0.7472221353119809
bakalan,0.7465315822200875
bebaskan,0.7465315822200875
hadapan,0.7465315822200875
transgender,0.7465315822200875
bismillah,0.7447597498134508
hoax,0.7418462079018802
bung,0.7396564688255645
niat,0.7396564688255645
pdip,0.7396120328772479
belah,0.7380402735229936
bersalah,0.7380402735229936
sekutu,0.7380402735229936
surga,0.7354489164335722
ngga,0.7313077874266456
disana,0.7307367490996984
konser,0.7307367490996984
sungguh,0.7302257336939826
kapan,0.7289844955148213
pembantaian,0.7276093338892414
itulah,0.716027486697285
mohon,0.716027486697285
pikir,0.7157700934292917
bila,0.7155128929724572
palestin,0.7152558851017151
mending,0.7151274533158944
abad,0.7149990695923614
kayaknya,0.714870733903084
rakyatnya,0.7146142065152835
sekelompok,0.7146142065152835
modal,0.7143578709286921
duluan,0.7142297749910099
gamau,0.7142297749910099
wafat,0.7142297749910099
capres,0.7093749477944837
abu,0.7065770585319638
lucu,0.7002155481829632
ngapain,0.6993425139943553
malu,0.6962179870845357
hrs,0.6901817916084619
hancur,0.6886207723178921
hukuman,0.6881277496937588
mengancam,0.6881277496937588
pintar,0.682936284799487
pura,0.682936284799487
senang,0.6753079760400605
bunuh,0.6741030279590327
koalisi,0.6697091230456702
pula,0.6689036784151269
kecuali,0.6650257129155377
bangsa,0.6636140862410069
kaget,0.6624443606532191
kampanye,0.6605482915650687
knp,0.6580362029763485
menutup,0.6579230292645878
muhamad,0.6579230292645878
puas,0.6579230292645878
bertanya,0.6525899869400393
ceasefirenow,0.6525899869400393
diantara,0.6525899869400393
dipakai,0.6525899869400393
hormat,0.6525899869400393
tpi,0.647928166235545
manusia,0.6478602863211593
diam,0.6459634604342432
sejarah,0.643375526549214
alkitab,0.6430323521512045
nya,0.6420776077490251
kejahatan,0.6398063263856313
sini,0.6376556287504207
state,0.6374020983429382
demi,0.6364758000139271
tanya,0.633166236478707
org,0.6312239817673169
konsep,0.6308534018043771
kekejaman,0.6283131734102197
gatau,0.6266097959359171
perbuatan,0.6266097959359171
buang,0.6231351516927903
irak,0.6202631342567644
minum,0.6202631342567644
waspada,0.6185661362594871
suci,0.6168114806559668
emg,0.6163672368456272
agama,0.6139006413002087
ikn,0.6129696834361165
cowok,0.6125363627759977
kalangan,0.612322193266658
ali,0.6101856455962357
kayak,0.6101753518902917
tanah,0.6087976174936562
diserang,0.608084706427055
pelanggaran,0.608084706427055
allahu,0.6057347355019705
bangga,0.6057347355019705
bener2,0.6057347355019705
bekas,0.6044951367373255
kenyataan,0.6044951367373255
pengusaha,0.6044951367373255
maju,0.6038997905951855
fatwa,0.5990651628037096
gemoy,0.5979990289768212
merayakan,0.5979990289768212
twitter,0.5968919918050083
balas,0.5896774015969071
berpikir,0.589118071281799
tetangga,0.589118071281799
suka,0.5890282420188417
pemimpin,0.5879402951923675
justru,0.5875050565646514
menentang,0.5868811884420694
pks,0.5868811884420694
kaya,0.5862274402052775
prabowo,0.5859416036242638
jokowi,0.5848201312761636
dilarang,0.5813568655666332
menganggap,0.5802710571785328
kerajaan,0.5788117476967858
ketakutan,0.5788117476967858
apalagi,0.5720192214975818
massa,0.5710974709462763
daripada,0.5704572289958517
medsos,0.566700310028686
ngeliat,0.566700310028686
simbol,0.566700310028686
ataupun,0.5658202439788591
fans,0.5658202439788591
menyuarakan,0.5652432450650497
lawan,0.5651628239361781
memilih,0.5650205173433788
mengikuti,0.5643789227758661
mahkamah,0.5643478955179532
ketemu,0.5643041991722836
ahli,0.5594869400791148
dibilang,0.5565345502815119
komen,0.5565345502815119
peduli,0.5498304136178601
bombardir,0.5491788179348503
arab,0.5472415212130455
jenazah,0.5396306825684754
sedangkan,0.5382397137331811
sipil,0.5360628074489435
kan,0.5347868010203538
sering,0.5342043818156049
teh,0.5340246414331214
diatas,0.5293370704796833
henti,0.5293370704796833
jelas,0.526064711457209
jutaan,0.5244498234180746
real,0.5244498234180746
apakah,0.5229485576770475
hati,0.522761310291338
melihat,0.5208649221978702
pajak,0.5207869208044758
proyek,0.5186338858082628
qassam,0.5186338858082628
saudara,0.5155219783862358
bayi,0.514484114301969
penjahat,0.5132724175014238
bakar,0.5121030241272717
karna,0.5087194488021519
gibran,0.5086542409658371
berusaha,0.5083735303048641
cowo,0.505934463295308
mayoritas,0.5055272069284857
gini,0.5047156002709728
berubah,0.5042721989465457
lapangan,0.5042721989465457
ilegal,0.5041085034910412
mengapa,0.5041085034910412
miskin,0.5020873159627288
kek,0.5008133075884209
perubahan,0.5004335258162353
makin,0.5000256042871758
menuduh,0.4990059639943507
dasar,0.4981467495165569
pake,0.4980541821664666
cuman,0.4974427308302637
ingat,0.4974427308302637
gitu,0.4963604407923614
yakin,0.4904488068466528
mental,0.4897381828270776
perbedaan,0.4888519553278855
bumi,0.4877733932319784
hobi,0.4875890284608841
warganya,0.4875890284608841
tuli,0.4836159768776959
sesama,0.4810064083770593
menguasai,0.4781647753814371
maaf,0.4764933312859926
tuh,0.4757208921393096
sekali,0.4741994540510209
nyari,0.4738837010396098
beliau,0.4714965059597393
penjajahan,0.4656336804874147
berarti,0.4634553600824965
membalas,0.4625467661506033
amanah,0.4594184131279857
muhammadiyah,0.4594184131279857
sanggup,0.4594184131279857
kerjaan,0.456812533260776
belanda,0.4546113588641958
parah,0.4532838775640621
gampang,0.4527300465922502
kutuk,0.4527300465922502
hukum,0.4515262609148088
mengutuk,0.4514853613024067
sinting,0.4486734582369896
sebenarnya,0.4475625425667524
boleh,0.4409228466565144
mudah,0.4406332672784163
palestine,0.4404440107399779
emosi,0.4381143512437816
investor,0.4381143512437816
perasaan,0.4381143512437816
telegram,0.4381143512437816
dibom,0.4371543078480426
hukumnya,0.4371543078480426
banyaknya,0.4363626864195652
keduanya,0.4351447482951899
pintu,0.4351447482951899
terbunuh,0.4346711175662011
mengusir,0.4336154770921276
marah,0.4331267870594338
mau,0.4318686702377978
ambil,0.4208904832746531
setuju,0.4204923348603242
nanti,0.4175515960313222
setengah,0.4171418612590364
tentara,0.4171317567452691
nyesel,0.4163210428238553
uda,0.4163210428238553
batam,0.4153733510379175
perjanjian,0.4153733510379175
rame,0.4142627390894642
sejahtera,0.4142627390894642
berapa,0.4105740833644809
dianggap,0.4088907034418997
doa,0.4088907034418997
melanggar,0.4066861909189753
anies,0.4057824611985242
genosida,0.4039465850125907
berjuang,0.4009016036937982
aneh,0.4008714012140575
ganti,0.4008714012140575
gunakan,0.4008714012140575
diberi,0.3989185568895581
nah,0.3968551758193367
kemana,0.3966715928672644
istri,0.3952517222589342
hebat,0.3940549807382893
isinya,0.3940549807382893
imin,0.3934870857491211
biar,0.3928893323785206
not,0.3909649117865242
trus,0.3905511780756586
balik,0.3869606108034524
anjir,0.3840706105149892
terbukti,0.3840706105149892
tuhan,0.3818876140133337
nuklir,0.3773992506918503
support,0.3773992506918503
takut,0.3767118884779128
habis,0.3767037937797461
yaitu,0.375459601590543
membeli,0.3733802230763557
didukung,0.3731799203043428
menjawab,0.3731799203043428
pdhl,0.3731799203043428
lihat,0.3726096075819682
beragama,0.3699249128162953
kecaman,0.368195693892084
membenarkan,0.368195693892084
mah,0.3678979248087645
tua,0.3678979248087645
sebab,0.3649633943469923
bom,0.3619419974781678
butuh,0.3613367625390185
bingung,0.3604981618692013
ilmu,0.3571647927846963
begitu,0.3570768647820491
brutal,0.3548977330471953
postingan,0.3532885535319396
pendiri,0.3527300734631319
ternyata,0.3506175112807144
emang,0.3494678760792652
beda,0.3470357732953537
era,0.3461518574655461
keadilan,0.3461518574655461
menyetujui,0.3459315886121409
muhammad,0.3425017820564066
sebelah,0.3413346869957194
seseorang,0.3413346869957194
tokoh,0.3391518037752987
partai,0.337989443154901
megawati,0.3356438230352249
tubuh,0.3356438230352249
suatu,0.334426514923012
tetapi,0.3343238609794857
kekuatan,0.3326316885017084
baswedan,0.3320310884451102
jejak,0.3291613071452084
demokrasi,0.3265875324707767
dpr,0.3264269840301333
abdullah,0.3241506318020158
edisi,0.3241506318020158
sekedar,0.3241506318020158
pilpres,0.3231330034026099
iya,0.3219085982070172
betul,0.3217064487172127
macam,0.3217064487172127
buta,0.3210486792484588
misi,0.3199775047221341
melawan,0.3183088209883158
aturan,0.3169804523371649
enak,0.3155278198462083
gazagenocide,0.313038979910831
pengeboman,0.313038979910831
pemboman,0.3124532609730187
iran,0.3123593688392149
darah,0.3117759217996917
kah,0.3117759217996917
menyerang,0.3115460237796918
jauh,0.3114194819812064
ahmadiyah,0.3113121428481689
bener,0.3089469532759544
segala,0.3085416881937822
merasa,0.3076259482331031
asing,0.3070833159740064
gaji,0.306069732567212
buruk,0.3056440034534421
jerman,0.3051476874864572
nyawa,0.3051476874864572
artis,0.3038078443510558
tolak,0.3001920845545444
ham,0.3001780754651591
korupsi,0.2990764992867369
artinya,0.295275891572932
nusantara,0.295275891572932
produk,0.2940855536855731
siapapun,0.2937666377354171
yerusalem,0.291773137707269
masjid,0.2901602252064494
namanya,0.2889009597192617
israel,0.2878533723657286
pak,0.2877852103134404
wanita,0.286238214685978
terang,0.2862225460539955
boikot,0.2861261996540295
buatan,0.2836007965427762
melindungi,0.2836007965427762
keras,0.2834935253432544
mencegah,0.2819572010684411
nggak,0.2798680532037383
kecil,0.2796338343091011
ama,0.2785740325374147
buruh,0.2748571715040585
langit,0.2748571715040585
matanya,0.2748571715040585
narasi,0.2748571715040585
pengakuan,0.2748571715040585
baju,0.2743921193281805
kalah,0.2741942090411399
dikit,0.2696706705194177
houthi,0.2689397492932006
kerusakan,0.2689397492932006
puan,0.2689397492932006
berdiri,0.2639337289663758
alam,0.2635711617573804
apapun,0.2623181892066258
inilah,0.2623181892066258
kawan,0.2615073542272303
lantaran,0.2615073542272303
marsudi,0.2615073542272303
saudi,0.2592068543227102
saling,0.2578473348510236
wong,0.2562971401302578
tangan,0.2562588288085763
keadaan,0.255807802936899
lupa,0.2552762282195332
semakin,0.2536050670446357
hak,0.2531354418704096
harapan,0.2526841023484437
membebaskan,0.2519491989728629
bagaimana,0.2493972029428484
sana,0.2489021371761661
tetep,0.2482674106532852
bapak,0.246834292688943
terutama,0.246834292688943
sengaja,0.2451109486837696
majelis,0.2450139619426189
negeri,0.2435764752891032
dapet,0.2429755083200599
abis,0.2411347515958481
ancam,0.2380738357607795
subianto,0.2380738357607795
palestina,0.2359005829368882
ibadah,0.2352759720878652
ahmad,0.2320115953113159
donasi,0.2290015244432062
mengumumkan,0.2274434897470537
lakukan,0.2247761928008693
saw,0.2237670472590787
rasa,0.222800603375554
campur,0.2218162606749294
doang,0.2203937304683733
memerangi,0.2201752313946225
jaringan,0.2188063476574676
halal,0.2176486809297383
ikuti,0.2166582288752372
kira,0.2166582288752372
wkwkwk,0.215802419273352
non,0.2150566249172403
berhenti,0.2138233434066777
semuanya,0.2133092321270672
skrg,0.212067193782878
alasan,0.2093915356721933
milik,0.2090898683951361
mengaku,0.2036075887752802
mui,0.203375403574832
pengen,0.203375403574832
cerita,0.2031437491366653
iman,0.2027742014714396
bola,0.2026820252593315
nasib,0.2026820252593315
pendapat,0.2026820252593315
bergabung,0.2026359686793657
retno,0.2026359686793657
400,0.2025439184995154
isa,0.2025439184995154
memahami,0.2025439184995154
yesus,0.1957227290659962
benar,0.1948779141930996
nama,0.1939949297368283
politik,0.1932626723504458
savepalestine,0.1932551302782226
sulit,0.1927135786897469
maupun,0.1924136252737519
kaki,0.1921187826424449
sang,0.1921187826424449
kemerdekaan,0.1893556267525791
cak,0.1889882429488195
wali,0.1889882429488195
perlu,0.1873935067255836
negaranya,0.1867216207940303
gambar,0.1861835268862402
tegas,0.1857321102715834
mengeluarkan,0.1853937128491945
fisik,0.1853071363367675
khususnya,0.1845353831716137
berperang,0.1836344522681566
kebaikan,0.1836344522681566
kolom,0.1836344522681566
setara,0.1836344522681566
pemilu,0.1831634582934912
cina,0.1828525668569811
liat,0.1811662302418091
cukup,0.1779917668835029
imigran,0.1773370075284214
membuka,0.1725302790212443
adapun,0.1710553024809397
dibunuh,0.1710553024809397
senjata,0.1680604928960135
sebagian,0.1678336593691635
pasukan,0.1675154600015305
keputusan,0.1674053048423865
tolong,0.1674053048423865
dunia,0.1672698821347547
sesuatu,0.1669791363554197
jiwa,0.1668518975343186
pasca,0.1650744208943561
trs,0.1646718764829909
mengambil,0.1646312877672173
temen,0.1645645082125332
abdul,0.1645585494886989
muncul,0.1618856177980299
merdeka,0.1612655789127395
penuh,0.1610979759650201
hidup,0.1610933812160615
pulau,0.1604140528268932
eropa,0.1603711357082034
rudal,0.1570045590681024
turki,0.1553100609341622
share,0.1533855280201337
duduk,0.1516085398442399
tka,0.15027505801273
mata,0.1490423103873941
makan,0.1485497357132262
berasal,0.1470913898762666
layak,0.1470913898762666
dpt,0.1468511165248778
erdogan,0.1468511165248778
untung,0.1468511165248778
tiap,0.1464478119336292
yah,0.1400487078683966
sambil,0.1396797031395039
seorang,0.1360749744079205
bahaya,0.1351737347010344
kurang,0.1301120805277997
pas,0.1290400123969506
bem,0.1289525121587208
otoritas,0.1289525121587208
akbar,0.1279593369776729
kehilangan,0.1256180997738052
memimpin,0.125469917086986
pertanyaan,0.125469917086986
bangun,0.1237717232269564
mengakui,0.1237717232269564
mundur,0.1229699214168421
terlalu,0.118473562755562
mencoba,0.1172781488799706
mengetahui,0.1172781488799706
cari,0.1167344174505642
turun,0.1160923037055468
menolak,0.1155630104356036
hizbullah,0.1142966198583859
presiden,0.1126177335622399
mimpi,0.1113672138616605
suriah,0.1113672138616605
wkwk,0.1095038507525252
demikian,0.1092435590938341
meninggalkan,0.1045928190664347
solo,0.1037234124860066
hasan,0.1030890078375971
membaca,0.1030890078375971
mengklaim,0.1030890078375971
begini,0.1006131525290679
gerakan,0.1006131525290679
ayo,0.0991712959127116
pilihan,0.0967327062674478
hujan,0.0956092846960665
pekerjaan,0.0918000818218785
netanyahu,0.091585944690225
melarang,0.0903488627068183
pemuda,0.0900980213477356
sikap,0.0899739789110357
lho,0.0879995704250185
lari,0.0874226895245064
wajib,0.0870604756206062
tank,0.0863938322236752
beli,0.0846278811952775
guru,0.0843597413957229
membuat,0.0842474053550992
pendudukan,0.0830632885319555
mesir,0.0818697163654325
cnn,0.0810030291340866
khusus,0.0794122401259274
menang,0.0775998194572129
walaupun,0.0772057294307384
menangkan,0.0771497575369641
fix,0.077093866780528
rusak,0.0719967685939147
bawa,0.0694642693224044
dah,0.0690610427856717
menjaga,0.068211633125249
ancaman,0.0677360266340429
mahfud,0.0674643130241693
kristen,0.0663738054822166
kepentingan,0.0641215397350517
pribadi,0.0641215397350517
komentar,0.0618780715981246
jujur,0.0610167693101341
ayah,0.0603858206083382
surya,0.0603858206083382
your,0.0603858206083382
satu,0.059955240116529
target,0.0583211139433185
penduduk,0.0575679802298152
mari,0.0560711424231317
mengecam,0.0538717322751475
orgil,0.0524023640683096
najwa,0.0520145053178547
penyakit,0.0512598273479931
gelar,0.0490708327455415
kesempatan,0.0474967251444651
buku,0.047168844354722
republik,0.047168844354722
bukti,0.0467344191392376
coba,0.0441025810441026
menderita,0.0439510154651327
menyelamatkan,0.0439510154651327
amerika,0.0422795812395435
stop,0.0418373041305528
gua,0.0389053981522267
kuat,0.0381567559150462
gus,0.0372649554238181
pejuang,0.0333145696216448
diri,0.0328857710430318
pakai,0.0316039076287211
listrik,0.0310861290691279
organisasi,0.0306130806660708
perjuangan,0.029780021574915
ikutan,0.0277806364870309
agung,0.0265113043136611
alat,0.0265113043136611
sedih,0.0252279571609556
tentu,0.024366603338576
sehat,0.0229314031178039
salah,0.0225002903847443
menghentikan,0.016295706016752
isi,0.0157639110615747
laki,0.0153164538250749
capek,0.0140604614665477
izin,0.0140604614665477
muda,0.0137247678320682
pemerintahan,0.0131367545344728
setiap,0.0130736954341131
dilakukan,0.0128693278970879
aviv,0.0125561334861418
hamil,0.0125561334861418
hentikan,0.0125561334861418
tvone,0.0118662886016954
suara,0.0116656875521226
udh,0.0103192741182743
ketika,0.0093220776561894
dibuat,0.006346741822038
empat,0.006346741822038
odgj,0.0061737849115385
anaknya,0.0013960461320087
