subset,token,label,document_count,document_rate,log_odds
unanimous,indah,0,76,0.003279395900755124,2.238109774690407
unanimous,j,0,75,0.003236245954692557,2.224908400069599
unanimous,2022,0,224,0.009665587918015103,2.2218034169857885
unanimous,angkatogel,0,74,0.0031930960086299894,2.2115315810307834
unanimous,ditampung,0,74,0.0031930960086299894,2.2115315810307834
unanimous,jungkook,0,74,0.0031930960086299894,2.2115315810307834
unanimous,perdana,0,221,0.0095361380798274,2.208219597419447
unanimous,universitas,0,366,0.015792880258899675,2.206599571758448
unanimous,bma,0,73,0.003149946062567422,2.197974575568495
unanimous,food,0,73,0.003149946062567422,2.197974575568495
unanimous,kunjungan,0,73,0.003149946062567422,2.197974575568495
unanimous,smk,0,73,0.003149946062567422,2.197974575568495
unanimous,timnasday,0,73,0.003149946062567422,2.197974575568495
unanimous,selengkapnya,0,643,0.027745415318230854,2.1925388875228866
unanimous,cariberitaditvone,0,72,0.0031067961165048546,2.18423244678839
unanimous,chat,0,72,0.0031067961165048546,2.18423244678839
unanimous,chinapools,0,72,0.0031067961165048546,2.18423244678839
unanimous,dini,0,72,0.0031067961165048546,2.18423244678839
unanimous,dokumen,0,72,0.0031067961165048546,2.18423244678839
unanimous,made,0,72,0.0031067961165048546,2.18423244678839
unanimous,nasi,0,72,0.0031067961165048546,2.18423244678839
unanimous,penanganan,0,72,0.0031067961165048546,2.18423244678839
unanimous,widodo,0,72,0.0031067961165048546,2.18423244678839
unanimous,kamis,0,497,0.02144552319309601,2.18077643303551
unanimous,muslimin,1,23,0.01625441696113074,2.171605864142301
unanimous,comment,0,71,0.0030636461704422868,2.1703000520792397
unanimous,daniel,0,71,0.0030636461704422868,2.1703000520792397
unanimous,siti,0,71,0.0030636461704422868,2.1703000520792397
unanimous,staf,0,71,0.0030636461704422868,2.1703000520792397
unanimous,stay,0,71,0.0030636461704422868,2.1703000520792397
unanimous,togelterpercaya,0,71,0.0030636461704422868,2.1703000520792397
unanimous,33,0,70,0.0030204962243797194,2.156172031522315
unanimous,bencana,0,70,0.0030204962243797194,2.156172031522315
unanimous,digital,0,70,0.0030204962243797194,2.156172031522315
unanimous,keliru,0,70,0.0030204962243797194,2.156172031522315
unanimous,membutuhkan,0,70,0.0030204962243797194,2.156172031522315
unanimous,pribadi,0,70,0.0030204962243797194,2.156172031522315
unanimous,pribumi,1,18,0.012720848056537103,2.1551374386937585
unanimous,berbagi,0,69,0.002977346278317152,2.1418427954727894
unanimous,lee,0,69,0.002977346278317152,2.1418427954727894
unanimous,li,0,69,0.002977346278317152,2.1418427954727894
unanimous,detikcom,0,68,0.0029341963322545845,2.1273065112411467
unanimous,industri,0,68,0.0029341963322545845,2.1273065112411467
unanimous,melaju,0,68,0.0029341963322545845,2.1273065112411467
unanimous,menilai,0,68,0.0029341963322545845,2.1273065112411467
unanimous,nur,0,68,0.0029341963322545845,2.1273065112411467
unanimous,please,0,68,0.0029341963322545845,2.1273065112411467
unanimous,44,0,67,0.002891046386192017,2.1125570887951866
unanimous,akses,0,67,0.002891046386192017,2.1125570887951866
unanimous,bandartogelonline,0,67,0.002891046386192017,2.1125570887951866
unanimous,ganda,0,67,0.002891046386192017,2.1125570887951866
unanimous,hindia,0,67,0.002891046386192017,2.1125570887951866
unanimous,semarang,0,67,0.002891046386192017,2.1125570887951866
unanimous,tindak,0,67,0.002891046386192017,2.1125570887951866
unanimous,00,0,331,0.014282632146709816,2.1046955877548217
unanimous,pukul,0,199,0.008586839266450918,2.10265328551377
unanimous,han,0,66,0.0028478964401294497,2.097588165394896
unanimous,iskandar,0,66,0.0028478964401294497,2.097588165394896
unanimous,minyak,0,66,0.0028478964401294497,2.097588165394896
unanimous,tunggal,0,66,0.0028478964401294497,2.097588165394896
unanimous,victor,0,66,0.0028478964401294497,2.097588165394896
unanimous,09,0,198,0.00854368932038835,2.097584627528438
unanimous,dibuka,0,65,0.0028047464940668823,2.0823930890631663
unanimous,istimewa,0,65,0.0028047464940668823,2.0823930890631663
unanimous,kehadiran,0,65,0.0028047464940668823,2.0823930890631663
unanimous,more,0,65,0.0028047464940668823,2.0823930890631663
unanimous,normal,0,65,0.0028047464940668823,2.0823930890631663
unanimous,persatuan,0,65,0.0028047464940668823,2.0823930890631663
unanimous,terupdate,0,65,0.0028047464940668823,2.0823930890631663
unanimous,9,0,577,0.0248975188781014,2.0814004819369547
unanimous,bwf,0,64,0.002761596548004315,2.066964900784885
unanimous,net,0,64,0.002761596548004315,2.066964900784885
unanimous,pendaftaran,0,64,0.002761596548004315,2.066964900784885
unanimous,29,0,190,0.00819848975188781,2.056099615879104
unanimous,harian,0,63,0.0027184466019417475,2.0512963153151653
unanimous,konferensi,0,63,0.0027184466019417475,2.0512963153151653
unanimous,mahar,0,63,0.0027184466019417475,2.0512963153151653
unanimous,menanggapi,0,63,0.0027184466019417475,2.0512963153151653
unanimous,peningkatan,0,63,0.0027184466019417475,2.0512963153151653
unanimous,penyelundupan,0,63,0.0027184466019417475,2.0512963153151653
unanimous,pratama,0,63,0.0027184466019417475,2.0512963153151653
unanimous,red,0,63,0.0027184466019417475,2.0512963153151653
unanimous,sahh,0,63,0.0027184466019417475,2.0512963153151653
unanimous,set,0,63,0.0027184466019417475,2.0512963153151653
unanimous,羽毛球,0,63,0.0027184466019417475,2.0512963153151653
unanimous,배드민턴,0,63,0.0027184466019417475,2.0512963153151653
unanimous,diketahui,0,189,0.008155339805825243,2.0507929410928054
unanimous,program,0,188,0.008112189859762675,2.0454584206089463
unanimous,38,0,62,0.00267529665587918,2.0353797004642376
unanimous,credit,0,62,0.00267529665587918,2.0353797004642376
unanimous,entertainment,0,62,0.00267529665587918,2.0353797004642376
unanimous,kambing,0,62,0.00267529665587918,2.0353797004642376
unanimous,memanas,0,62,0.00267529665587918,2.0353797004642376
unanimous,membahas,0,62,0.00267529665587918,2.0353797004642376
unanimous,menambahkan,0,62,0.00267529665587918,2.0353797004642376
unanimous,riau,0,62,0.00267529665587918,2.0353797004642376
unanimous,segini,0,62,0.00267529665587918,2.0353797004642376
unanimous,streaming,0,62,0.00267529665587918,2.0353797004642376
unanimous,terdiri,0,62,0.00267529665587918,2.0353797004642376
unanimous,tersedia,0,62,0.00267529665587918,2.0353797004642376
unanimous,24,0,308,0.013290183387270766,2.0317833210744127
unanimous,sabtu,0,429,0.018511326860841424,2.0308086695598213
unanimous,terkait,0,429,0.018511326860841424,2.0308086695598213
unanimous,55,0,61,0.0026321467098166127,2.019207054711556
unanimous,arif,0,61,0.0026321467098166127,2.019207054711556
unanimous,dibaca,0,61,0.0026321467098166127,2.019207054711556
unanimous,gaming,0,61,0.0026321467098166127,2.019207054711556
unanimous,melayani,0,61,0.0026321467098166127,2.019207054711556
unanimous,menyusul,0,61,0.0026321467098166127,2.019207054711556
unanimous,paket,0,61,0.0026321467098166127,2.019207054711556
unanimous,park,0,61,0.0026321467098166127,2.019207054711556
unanimous,prof,0,61,0.0026321467098166127,2.019207054711556
unanimous,resultchina,0,61,0.0026321467098166127,2.019207054711556
unanimous,tayang,0,61,0.0026321467098166127,2.019207054711556
unanimous,vietnam,0,61,0.0026321467098166127,2.019207054711556
unanimous,penting,0,183,0.007896440129449837,2.0183575953512296
unanimous,bodoh,1,24,0.01696113074204947,2.01085303449004
unanimous,provinsi,0,181,0.007810140237324703,2.0073116004581
unanimous,kelakuan,1,11,0.0077738515901060075,2.0060035942138046
unanimous,fitnah,1,19,0.01342756183745583,2.0049229762130167
unanimous,kafir,1,15,0.01060070671378092,2.004678926652115
unanimous,42,0,60,0.0025889967637540453,2.0027699829847587
unanimous,60,0,60,0.0025889967637540453,2.0027699829847587
unanimous,cabang,0,60,0.0025889967637540453,2.0027699829847587
unanimous,diskon,0,60,0.0025889967637540453,2.0027699829847587
unanimous,fakultas,0,60,0.0025889967637540453,2.0027699829847587
unanimous,polres,0,60,0.0025889967637540453,2.0027699829847587
unanimous,sekretaris,0,60,0.0025889967637540453,2.0027699829847587
unanimous,paman,1,10,0.007067137809187279,1.9960844907112019
unanimous,39,0,59,0.002545846817691478,1.9860596704199418
unanimous,ajnn,0,59,0.002545846817691478,1.9860596704199418
unanimous,badmintalk,0,59,0.002545846817691478,1.9860596704199418
unanimous,dibutuhkan,0,59,0.002545846817691478,1.9860596704199418
unanimous,ina,0,59,0.002545846817691478,1.9860596704199418
unanimous,kec,0,59,0.002545846817691478,1.9860596704199418
unanimous,komitmen,0,59,0.002545846817691478,1.9860596704199418
unanimous,maksimal,0,59,0.002545846817691478,1.9860596704199418
unanimous,memulai,0,59,0.002545846817691478,1.9860596704199418
unanimous,newsone,0,59,0.002545846817691478,1.9860596704199418
unanimous,tanda,0,59,0.002545846817691478,1.9860596704199418
unanimous,バドミントン,0,59,0.002545846817691478,1.9860596704199418
unanimous,syiah,1,151,0.10671378091872792,1.984432832161853
unanimous,angka,0,293,0.012642934196332254,1.9812833792687066
unanimous,agus,0,58,0.0025026968716289105,1.9690668538979168
unanimous,perwakilan,0,58,0.0025026968716289105,1.9690668538979168
unanimous,rohani,0,58,0.0025026968716289105,1.9690668538979168
unanimous,tenggara,0,58,0.0025026968716289105,1.9690668538979168
unanimous,tour,0,58,0.0025026968716289105,1.9690668538979168
unanimous,yogyakarta,0,58,0.0025026968716289105,1.9690668538979168
unanimous,world,0,174,0.007508090614886731,1.9676763140999098
unanimous,sejumlah,0,289,0.012470334412081984,1.967386246215896
unanimous,asiangames,0,57,0.002459546925566343,1.9517817911263504
unanimous,ditempatkan,0,57,0.002459546925566343,1.9517817911263504
unanimous,official,0,57,0.002459546925566343,1.9517817911263504
unanimous,operator,0,57,0.002459546925566343,1.9517817911263504
unanimous,original,0,57,0.002459546925566343,1.9517817911263504
unanimous,siswi,0,57,0.002459546925566343,1.9517817911263504
unanimous,tanggapan,0,57,0.002459546925566343,1.9517817911263504
unanimous,tersangka,0,57,0.002459546925566343,1.9517817911263504
unanimous,ah,1,42,0.029681978798586573,1.950811162577116
unanimous,setan,1,17,0.012014134275618375,1.94243222988258
unanimous,msh,1,9,0.0063604240282685515,1.9388180974578173
unanimous,bidang,0,169,0.007292340884573895,1.9383871457733386
unanimous,google,0,169,0.007292340884573895,1.9383871457733386
unanimous,43,0,56,0.0024163969795037757,1.9341942270094108
unanimous,bosku,0,56,0.0024163969795037757,1.9341942270094108
unanimous,chen,0,56,0.0024163969795037757,1.9341942270094108
unanimous,city,0,56,0.0024163969795037757,1.9341942270094108
unanimous,foryou,0,56,0.0024163969795037757,1.9341942270094108
unanimous,indonesian,0,56,0.0024163969795037757,1.9341942270094108
unanimous,kesepakatan,0,56,0.0024163969795037757,1.9341942270094108
unanimous,kombes,0,56,0.0024163969795037757,1.9341942270094108
unanimous,kristus,0,56,0.0024163969795037757,1.9341942270094108
unanimous,menangani,0,56,0.0024163969795037757,1.9341942270094108
unanimous,pertumbuhan,0,56,0.0024163969795037757,1.9341942270094108
unanimous,terdepan,0,56,0.0024163969795037757,1.9341942270094108
unanimous,kaum,1,54,0.03816254416961131,1.9328525275828992
unanimous,live,0,168,0.007249190938511327,1.9324265037128618
unanimous,etika,1,16,0.011307420494699646,1.9323561361105521
unanimous,anggota,0,276,0.011909385113268608,1.9208739109790505
unanimous,pencalonan,1,8,0.005653710247349823,1.9200585296280686
unanimous,news,0,384,0.01656957928802589,1.918154345055751
unanimous,oktober,0,705,0.030420711974110032,1.9181362881222286
unanimous,anime,0,55,0.0023732470334412083,1.9162933570142417
unanimous,antaranya,0,55,0.0023732470334412083,1.9162933570142417
unanimous,beroperasi,0,55,0.0023732470334412083,1.9162933570142417
unanimous,el,0,55,0.0023732470334412083,1.9162933570142417
unanimous,humas,0,55,0.0023732470334412083,1.9162933570142417
unanimous,lahan,0,55,0.0023732470334412083,1.9162933570142417
unanimous,lowongankerja,0,55,0.0023732470334412083,1.9162933570142417
unanimous,mengunjungi,0,55,0.0023732470334412083,1.9162933570142417
unanimous,owner,0,55,0.0023732470334412083,1.9162933570142417
unanimous,pelayanan,0,55,0.0023732470334412083,1.9162933570142417
unanimous,peluang,0,55,0.0023732470334412083,1.9162933570142417
unanimous,polda,0,55,0.0023732470334412083,1.9162933570142417
unanimous,bebas,0,165,0.007119741100323625,1.914331564974503
unanimous,menyampaikan,0,165,0.007119741100323625,1.914331564974503
unanimous,putri,0,165,0.007119741100323625,1.914331564974503
unanimous,kebiadaban,1,12,0.008480565371024734,1.9108332210629828
unanimous,tiga,0,273,0.011779935275080906,1.9098337132321621
unanimous,balasan,0,54,0.002330097087378641,1.8980677872065952
unanimous,festival,0,54,0.002330097087378641,1.8980677872065952
unanimous,kunci,0,54,0.002330097087378641,1.8980677872065952
unanimous,match,0,54,0.002330097087378641,1.8980677872065952
unanimous,memicu,0,54,0.002330097087378641,1.8980677872065952
unanimous,music,0,54,0.002330097087378641,1.8980677872065952
unanimous,peserta,0,54,0.002330097087378641,1.8980677872065952
unanimous,siswa,0,54,0.002330097087378641,1.8980677872065952
unanimous,ucap,0,54,0.002330097087378641,1.8980677872065952
unanimous,versi,0,54,0.002330097087378641,1.8980677872065952
unanimous,gratis,0,162,0.006990291262135922,1.895908005161827
unanimous,nazi,1,11,0.0077738515901060075,1.8946483638725036
unanimous,israelterorrist,1,14,0.009893992932862191,1.8808344111415825
unanimous,diperkirakan,0,53,0.0022869471413160735,1.8795054905854454
unanimous,gugur,0,53,0.0022869471413160735,1.8795054905854454
unanimous,jt,0,53,0.0022869471413160735,1.8795054905854454
unanimous,konfirmasi,0,53,0.0022869471413160735,1.8795054905854454
unanimous,pengembangan,0,53,0.0022869471413160735,1.8795054905854454
unanimous,tampil,0,53,0.0022869471413160735,1.8795054905854454
unanimous,tangerang,0,53,0.0022869471413160735,1.8795054905854454
unanimous,togelakurat,0,53,0.0022869471413160735,1.8795054905854454
unanimous,togelhariini,0,53,0.0022869471413160735,1.8795054905854454
unanimous,togelovers,0,53,0.0022869471413160735,1.8795054905854454
unanimous,الله,1,10,0.007067137809187279,1.8758105948337105
unanimous,situasi,0,157,0.006774541531823085,1.8644382214761244
unanimous,165,0,52,0.002243797195253506,1.8605937592975328
unanimous,85,0,52,0.002243797195253506,1.8605937592975328
unanimous,ajang,0,52,0.002243797195253506,1.8605937592975328
unanimous,andi,0,52,0.002243797195253506,1.8605937592975328
unanimous,asasi,0,52,0.002243797195253506,1.8605937592975328
unanimous,dibandingkan,0,52,0.002243797195253506,1.8605937592975328
unanimous,fajar,0,52,0.002243797195253506,1.8605937592975328
unanimous,mendatang,0,52,0.002243797195253506,1.8605937592975328
unanimous,rekaman,0,52,0.002243797195253506,1.8605937592975328
unanimous,27,0,259,0.011175836030204962,1.8566776937584444
unanimous,kantor,0,259,0.011175836030204962,1.8566776937584444
unanimous,kegiatan,0,155,0.00668824163969795,1.851571611969487
unanimous,3d,0,154,0.006645091693635383,1.845076538088452
unanimous,agresi,0,154,0.006645091693635383,1.845076538088452
unanimous,22,0,357,0.01540453074433657,1.8441619672178522
unanimous,aniesmuhaimin2024,0,51,0.0022006472491909383,1.8413191522563364
unanimous,badmintonplayer,0,51,0.0022006472491909383,1.8413191522563364
unanimous,bandarjudi,0,51,0.0022006472491909383,1.8413191522563364
unanimous,diboikot,0,51,0.0022006472491909383,1.8413191522563364
unanimous,diklaim,0,51,0.0022006472491909383,1.8413191522563364
unanimous,halo,0,51,0.0022006472491909383,1.8413191522563364
unanimous,high,0,51,0.0022006472491909383,1.8413191522563364
unanimous,hijau,0,51,0.0022006472491909383,1.8413191522563364
unanimous,kemenkumham,0,51,0.0022006472491909383,1.8413191522563364
unanimous,kritik,0,51,0.0022006472491909383,1.8413191522563364
unanimous,masters,0,51,0.0022006472491909383,1.8413191522563364
unanimous,perak,0,51,0.0022006472491909383,1.8413191522563364
unanimous,po,0,51,0.0022006472491909383,1.8413191522563364
unanimous,terowongan,0,51,0.0022006472491909383,1.8413191522563364
unanimous,truk,0,51,0.0022006472491909383,1.8413191522563364
unanimous,zhejiang,0,51,0.0022006472491909383,1.8413191522563364
unanimous,kpd,1,8,0.005653710247349823,1.826881730263659
unanimous,pki,1,8,0.005653710247349823,1.826881730263659
unanimous,group,0,151,0.0065156418554476805,1.8253377622217606
unanimous,ujar,0,151,0.0065156418554476805,1.8253377622217606
unanimous,49,0,50,0.002157497303128371,1.8216674376247102
unanimous,arhan,0,50,0.002157497303128371,1.8216674376247102
unanimous,cnnindonesia,0,50,0.002157497303128371,1.8216674376247102
unanimous,fuji,0,50,0.002157497303128371,1.8216674376247102
unanimous,mengutip,0,50,0.002157497303128371,1.8216674376247102
unanimous,nyesel,0,50,0.002157497303128371,1.8216674376247102
unanimous,penganiayaan,0,50,0.002157497303128371,1.8216674376247102
unanimous,saputra,0,50,0.002157497303128371,1.8216674376247102
unanimous,tertinggi,0,50,0.002157497303128371,1.8216674376247102
unanimous,tvonenews,0,50,0.002157497303128371,1.8216674376247102
unanimous,winner,0,50,0.002157497303128371,1.8216674376247102
unanimous,follow,0,349,0.01505933117583603,1.8211796354801035
unanimous,16,0,446,0.01924487594390507,1.818351331989497
unanimous,pemahaman,1,9,0.0063604240282685515,1.813525376065482
unanimous,83,0,49,0.0021143473570658035,1.8016235295446876
unanimous,bagas,0,49,0.0021143473570658035,1.8016235295446876
unanimous,bakso,0,49,0.0021143473570658035,1.8016235295446876
unanimous,berperan,0,49,0.0021143473570658035,1.8016235295446876
unanimous,champion,0,49,0.0021143473570658035,1.8016235295446876
unanimous,community,0,49,0.0021143473570658035,1.8016235295446876
unanimous,delapan,0,49,0.0021143473570658035,1.8016235295446876
unanimous,menekankan,0,49,0.0021143473570658035,1.8016235295446876
unanimous,now,0,49,0.0021143473570658035,1.8016235295446876
unanimous,nurul,0,49,0.0021143473570658035,1.8016235295446876
unanimous,rohingnya,0,49,0.0021143473570658035,1.8016235295446876
unanimous,togelindonesia,0,49,0.0021143473570658035,1.8016235295446876
unanimous,twin,0,49,0.0021143473570658035,1.8016235295446876
unanimous,un,0,49,0.0021143473570658035,1.8016235295446876
unanimous,lanjut,0,245,0.010571736785329019,1.8006072113848666
unanimous,30,0,341,0.014714131607335491,1.7976733443686543
unanimous,bani,1,11,0.0077738515901060075,1.7944352932873433
unanimous,salaf,1,7,0.0049469964664310955,1.7941851593714806
unanimous,penampungan,0,146,0.006299892125134844,1.791560429323516
unanimous,photo,0,146,0.006299892125134844,1.791560429323516
unanimous,tv,0,146,0.006299892125134844,1.791560429323516
unanimous,tinggalkan,1,8,0.005653710247349823,1.7833534273767362
unanimous,adat,0,48,0.002071197411003236,1.7811714184098635
unanimous,adi,0,48,0.002071197411003236,1.7811714184098635
unanimous,afp,0,48,0.002071197411003236,1.7811714184098635
unanimous,amazing,0,48,0.002071197411003236,1.7811714184098635
unanimous,baesuzy,0,48,0.002071197411003236,1.7811714184098635
unanimous,ben,0,48,0.002071197411003236,1.7811714184098635
unanimous,cape,0,48,0.002071197411003236,1.7811714184098635
unanimous,diselenggarakan,0,48,0.002071197411003236,1.7811714184098635
